accession,submission_date,sequence_length,organism
MF770465,15-NOV-2017,16823,Lonchura spectabilis
MF770464,15-NOV-2017,16829,Lonchura spectabilis
MF770463,15-NOV-2017,16825,Lonchura spectabilis
MF770462,15-NOV-2017,16828,Lonchura spectabilis
MF770461,15-NOV-2017,16823,Lonchura spectabilis
MF770460,15-NOV-2017,16823,Lonchura spectabilis
MF770459,15-NOV-2017,16826,Lonchura spectabilis
MF770458,15-NOV-2017,16829,Lonchura spectabilis
MF770457,15-NOV-2017,16825,Lonchura spectabilis
MF770456,15-NOV-2017,16825,Lonchura spectabilis
MF770455,15-NOV-2017,16825,Lonchura spectabilis
MF770454,15-NOV-2017,16826,Lonchura nigerrima
MF770453,15-NOV-2017,16826,Lonchura nigerrima
MF770452,15-NOV-2017,16828,Lonchura nigerrima
MF770451,15-NOV-2017,16828,Lonchura nigerrima
MF770450,15-NOV-2017,16826,Lonchura nigerrima
MF770449,15-NOV-2017,16823,Lonchura nigerrima
MF770448,15-NOV-2017,16826,Lonchura nigerrima
MF770447,15-NOV-2017,16825,Lonchura nigerrima
MF770446,15-NOV-2017,16824,Lonchura nigerrima
MF770445,15-NOV-2017,16826,Lonchura nigerrima
MF770444,15-NOV-2017,16824,Lonchura nevermanni
MF770443,15-NOV-2017,16823,Lonchura nevermanni
MF770442,15-NOV-2017,16825,Lonchura nevermanni
MF770441,15-NOV-2017,16823,Lonchura nevermanni
MF770440,15-NOV-2017,16825,Lonchura nevermanni
MF770439,15-NOV-2017,16824,Lonchura nevermanni
MF770438,15-NOV-2017,16824,Lonchura nevermanni
MF770437,15-NOV-2017,16823,Lonchura nevermanni
MF770436,15-NOV-2017,16824,Lonchura nevermanni
MF770435,15-NOV-2017,16824,Lonchura nevermanni
MF770434,15-NOV-2017,16824,Lonchura melaena
MF770433,15-NOV-2017,16824,Lonchura melaena
MF770432,15-NOV-2017,16824,Lonchura melaena
MF770431,15-NOV-2017,16824,Lonchura melaena
MF770430,15-NOV-2017,16824,Lonchura melaena
MF770429,15-NOV-2017,16824,Lonchura melaena
MF770428,15-NOV-2017,16825,Lonchura melaena
MF770427,15-NOV-2017,16824,Lonchura melaena
MF770426,15-NOV-2017,16824,Lonchura melaena
MF770425,15-NOV-2017,16823,Lonchura melaena
MF770424,15-NOV-2017,16823,Lonchura melaena
MF770423,15-NOV-2017,16824,Lonchura melaena
MF770422,15-NOV-2017,16824,Lonchura melaena
MF770421,15-NOV-2017,16824,Lonchura melaena
MF770419,15-NOV-2017,16825,Lonchura hunsteini
MF770418,15-NOV-2017,16825,Lonchura hunsteini
MF770417,15-NOV-2017,16825,Lonchura hunsteini
MF770416,15-NOV-2017,16825,Lonchura hunsteini
MF770415,15-NOV-2017,16825,Lonchura hunsteini
MF770414,15-NOV-2017,16826,Lonchura hunsteini
MF770413,15-NOV-2017,16825,Lonchura hunsteini
MF770412,15-NOV-2017,16825,Lonchura hunsteini
MF770411,15-NOV-2017,16825,Lonchura hunsteini
MF770410,15-NOV-2017,16823,Lonchura hunsteini
MF770409,15-NOV-2017,16824,Lonchura grandis
MF770408,15-NOV-2017,16825,Lonchura grandis
MF770407,15-NOV-2017,16824,Lonchura grandis
MF770406,15-NOV-2017,16825,Lonchura grandis
MF770405,15-NOV-2017,16824,Lonchura grandis
MF770404,15-NOV-2017,16824,Lonchura grandis
MF770403,15-NOV-2017,16824,Lonchura grandis
MF770402,15-NOV-2017,16824,Lonchura grandis
MF770401,15-NOV-2017,16824,Lonchura grandis
MF770400,15-NOV-2017,16825,Lonchura grandis
MF770399,15-NOV-2017,16830,Lonchura grandis
MF770398,15-NOV-2017,16829,Lonchura grandis
MF770397,15-NOV-2017,16824,Lonchura grandis
MF770396,15-NOV-2017,16829,Lonchura grandis
MF770395,15-NOV-2017,16824,Lonchura grandis
MF770394,15-NOV-2017,16828,Lonchura grandis
MF770393,15-NOV-2017,16830,Lonchura grandis
MF770392,15-NOV-2017,16830,Lonchura grandis
MF770391,15-NOV-2017,16824,Lonchura grandis
MF770390,15-NOV-2017,16830,Lonchura grandis
MF770389,15-NOV-2017,16822,Lonchura forbesi
MF770388,15-NOV-2017,16823,Lonchura forbesi
MF770387,15-NOV-2017,16823,Lonchura forbesi
MF770386,15-NOV-2017,16824,Lonchura forbesi
MF770385,15-NOV-2017,16822,Lonchura forbesi
MF770384,15-NOV-2017,16826,Lonchura forbesi
MF770383,15-NOV-2017,16824,Lonchura forbesi
MF770382,15-NOV-2017,16824,Lonchura forbesi
MF770381,15-NOV-2017,16823,Lonchura forbesi
MF770380,15-NOV-2017,16823,Lonchura forbesi
MF770379,15-NOV-2017,16824,Lonchura flaviprymna
MF770378,15-NOV-2017,16823,Lonchura flaviprymna
MF770377,15-NOV-2017,16824,Lonchura flaviprymna
MF770376,15-NOV-2017,16824,Lonchura flaviprymna
MF770375,15-NOV-2017,16822,Lonchura flaviprymna
MF770374,15-NOV-2017,16823,Lonchura flaviprymna
MF770373,15-NOV-2017,16824,Lonchura flaviprymna
MF770372,15-NOV-2017,16824,Lonchura flaviprymna
MF770371,15-NOV-2017,16823,Lonchura flaviprymna
MF770370,15-NOV-2017,16824,Lonchura flaviprymna
MF770369,15-NOV-2017,16824,Lonchura castaneothorax
MF770368,15-NOV-2017,16824,Lonchura castaneothorax
MF770367,15-NOV-2017,16829,Lonchura castaneothorax
MF770366,15-NOV-2017,16825,Lonchura castaneothorax
MF770365,15-NOV-2017,16824,Lonchura castaneothorax
MF770364,15-NOV-2017,16827,Lonchura castaneothorax
MF770363,15-NOV-2017,16828,Lonchura castaneothorax
MF770362,15-NOV-2017,16824,Lonchura castaneothorax
MF770361,15-NOV-2017,16826,Lonchura castaneothorax
MF770360,15-NOV-2017,16829,Lonchura castaneothorax
MF770359,15-NOV-2017,16824,Lonchura castaneothorax
MF770358,15-NOV-2017,16824,Lonchura castaneothorax
MF770357,15-NOV-2017,16828,Lonchura castaneothorax
MF770356,15-NOV-2017,16824,Lonchura castaneothorax
MF770355,15-NOV-2017,16823,Lonchura castaneothorax
MF770354,15-NOV-2017,16823,Lonchura castaneothorax
MF770353,15-NOV-2017,16822,Lonchura castaneothorax
MF770352,15-NOV-2017,16821,Lonchura castaneothorax
MF770351,15-NOV-2017,16823,Lonchura castaneothorax
MF770350,15-NOV-2017,16823,Lonchura castaneothorax
MF770349,15-NOV-2017,16827,Lonchura castaneothorax
MF770348,15-NOV-2017,16830,Lonchura castaneothorax
MF770347,15-NOV-2017,16824,Lonchura castaneothorax
MF770346,15-NOV-2017,16829,Lonchura castaneothorax
MF770345,15-NOV-2017,16826,Lonchura castaneothorax
MF770344,15-NOV-2017,16827,Lonchura castaneothorax
MF770343,15-NOV-2017,16824,Lonchura castaneothorax
MF770342,15-NOV-2017,16825,Lonchura castaneothorax
MF770341,15-NOV-2017,16824,Lonchura castaneothorax
MF770340,15-NOV-2017,16824,Lonchura castaneothorax
MF770339,15-NOV-2017,16824,Lonchura castaneothorax
MF770338,15-NOV-2017,16824,Lonchura castaneothorax
MF770337,15-NOV-2017,16824,Lonchura castaneothorax
MF770336,15-NOV-2017,16824,Lonchura castaneothorax
MF770335,15-NOV-2017,16824,Lonchura castaneothorax
MF770334,15-NOV-2017,16823,Lonchura castaneothorax
MF770333,15-NOV-2017,16827,Lonchura castaneothorax
MF770332,15-NOV-2017,16829,Lonchura castaneothorax
MF770331,15-NOV-2017,16829,Lonchura castaneothorax
MF770330,15-NOV-2017,16826,Lonchura castaneothorax
MF770329,15-NOV-2017,16824,Lonchura castaneothorax
MF770328,15-NOV-2017,16824,Lonchura castaneothorax
MF770327,15-NOV-2017,16824,Lonchura castaneothorax
MF770326,15-NOV-2017,16824,Lonchura castaneothorax
MF770325,15-NOV-2017,16824,Lonchura castaneothorax
MF770324,15-NOV-2017,16824,Lonchura castaneothorax
MF770323,15-NOV-2017,16824,Lonchura castaneothorax
MF770322,15-NOV-2017,16824,Lonchura castaneothorax
MF770321,15-NOV-2017,16823,Lonchura castaneothorax
MF770320,15-NOV-2017,16826,Lonchura caniceps
MF770319,15-NOV-2017,16827,Lonchura caniceps
MF770318,15-NOV-2017,16823,Lonchura caniceps
MF770317,15-NOV-2017,16827,Lonchura caniceps
MF770316,15-NOV-2017,16826,Lonchura caniceps
MF770315,15-NOV-2017,16825,Lonchura caniceps
MF770314,15-NOV-2017,16828,Lonchura caniceps
MF770313,15-NOV-2017,16824,Lonchura caniceps
MF770312,15-NOV-2017,16826,Lonchura caniceps
MF770311,15-NOV-2017,16833,Lonchura leucosticta
NC_036264,16-NOV-2017,16546,Spheniscus magellanicus
KY070317,04-NOV-2017,16687,Crossoptilon mantchuricum
KU361807,31-OCT-2017,16367,Spheniscus mendiculus
NC_034838,02-JUN-2017,16928,Corvus corax
KY434065,22-OCT-2017,16709,Calidris pygmaea
NC_036016,06-OCT-2017,16603,Tringa semipalmata
NC_035877,13-SEP-2017,16925,Corvus coronoides
NC_035806,13-SEP-2017,18067,Aquila heliaca
NC_035801,13-SEP-2017,17749,Circus melanoleucos
NC_035868,13-SEP-2017,17383,Alcedo atthis
MF069251,27-SEP-2017,16601,Anas platyrhynchos
MF069250,27-SEP-2017,16606,Anas platyrhynchos
MF069249,27-SEP-2017,16602,Anas platyrhynchos
MF069248,27-SEP-2017,16603,Anas platyrhynchos
MF036175,27-SEP-2017,16603,Tringa semipalmata
KT119343,22-AUG-2015,16840,Picoides pubescens
KX925977,25-APR-2017,18571,Amazona ventralis
NC_035747,31-AUG-2017,16837,Prunella fulvescens
NC_035746,31-AUG-2017,17892,Halcyon smyrnensis
NC_035673,28-AUG-2017,16801,Sporophila maximiliani
NC_035658,28-AUG-2017,17223,Megaceryle lugubris
NC_035568,24-AUG-2017,16677,Lagopus lagopus
KU646835,31-AUG-2017,18067,Aquila heliaca
KT438620,31-AUG-2017,17749,Circus melanoleucos
MF370525,30-AUG-2017,17608,Eudyptula minor
MF370524,30-AUG-2017,16925,Corvus coronoides
KY964271,29-AUG-2017,17383,Alcedo atthis
MF327582,15-AUG-2017,16801,Sporophila maximiliani
KY471556,13-AUG-2017,16837,Prunella fulvescens
KY940559,13-AUG-2017,17892,Halcyon smyrnensis
KY940558,13-AUG-2017,17223,Megaceryle lugubris
KY888681,12-AUG-2017,18153,Gallinago stenura
KX609785,31-JUL-2017,16687,Lagopus muta
KX609784,31-JUL-2017,16677,Lagopus lagopus
KX376475,01-JUL-2017,17788,Alcippe morrisonia hueti
NC_034933,02-JUN-2017,16850,Cypseloides fumigatus
NC_034679,01-JUN-2017,18571,Amazona ventralis
NC_034741,24-MAY-2017,16899,Gallinago stenura
NC_034642,24-MAY-2017,18295,Merops viridis
KY688216,17-MAY-2017,16850,Cypseloides fumigatus
NC_034373,19-APR-2017,17873,Trochalopteron elliotii
NC_034353,17-APR-2017,17869,Garrulax formosus
NC_034316,17-APR-2017,16767,Sarothrura ayresi
NC_034296,17-APR-2017,17392,Glaucidium cuculoides
KY056596,01-MAY-2017,16899,Gallinago stenura
KX925978,25-APR-2017,18554,Pionus menstruus menstruus
KU821702,26-APR-2017,18295,Merops viridis
NC_034237,24-MAR-2017,16798,Haematopus ostralegus
KT272404,07-APR-2017,17873,Trochalopteron elliotii
KY075897,31-MAR-2017,16767,Sarothrura ayresi
KY092431,18-MAR-2017,17392,Glaucidium cuculoides
KR020504,15-MAR-2017,17869,Garrulax formosus
KY419886,14-MAR-2017,16798,Haematopus ostralegus
KX371106,14-MAR-2017,16732,Limosa lapponica baueri
NC_034001,27-FEB-2017,16692,Haematortyx sanguiniceps
NC_033974,27-FEB-2017,16906,Tringa ochropus
NC_033966,27-FEB-2017,16854,Pluvialis fulva
NC_034002,27-FEB-2017,16683,Lagopus muta
NC_033973,27-FEB-2017,16817,Xenus cinereus
NC_033967,27-FEB-2017,16206,Ninox strenua
KY419888,06-MAR-2017,16895,Charadrius placidus
KY419885,06-MAR-2017,16797,Emberiza sulphurata
KF946546,03-MAR-2017,16994,Ara severus
KY411600,14-FEB-2017,16672,Tetrastes bonasia
KY411599,14-FEB-2017,16690,Tetraogallus himalayensis
KY411598,14-FEB-2017,15712,Rhizothera longirostris
KY411597,14-FEB-2017,16705,Rhizothera longirostris
KY411596,14-FEB-2017,16696,Perdix dauurica
KY411595,14-FEB-2017,16696,Lophura edwardsi
KY411594,14-FEB-2017,16690,Lerwa lerwa
KY411593,14-FEB-2017,16683,Lagopus muta
KY411592,14-FEB-2017,16701,Ithaginis cruentus
KY411591,14-FEB-2017,16692,Haematortyx sanguiniceps
KY411590,14-FEB-2017,16709,Argusianus argus
KX668223,12-FEB-2017,16906,Tringa ochropus
KX644890,12-FEB-2017,16817,Xenus cinereus
KX529654,06-FEB-2017,16206,Ninox strenua
KX639757,06-FEB-2017,16854,Pluvialis fulva
NC_033536,26-JAN-2017,16801,Monticola gularis
NC_033414,18-JAN-2017,16499,Lophornis magnificus
NC_033413,18-JAN-2017,16815,Glaucis hirsutus
NC_033338,18-JAN-2017,16752,Emberiza fucata
NC_033336,18-JAN-2017,18853,Amazona aestiva
NC_032725,05-JAN-2017,16954,Terpsiphone atrocaudata
KX506858,16-JAN-2017,16801,Monticola gularis
NC_032304,27-DEC-2016,16780,Schoeniclus siemsseni
NC_032059,07-DEC-2016,17974,Zosterops poliogastrus
NC_032058,07-DEC-2016,17827,Zosterops abyssinicus
KT361659,31-DEC-2016,18853,Amazona aestiva
KT265276,31-DEC-2016,16499,Lophornis magnificus
KT265275,31-DEC-2016,16815,Glaucis hirsutus
KT737824,30-DEC-2016,16752,Emberiza fucata
KT901459,22-DEC-2016,16846,Platalea leucorodia
KT901458,22-DEC-2016,16954,Terpsiphone atrocaudata
NC_031830,14-NOV-2016,16952,Pycnonotus xanthorrhous
NC_031845,14-NOV-2016,16799,Melophus lathami
KX809695,03-DEC-2016,16780,Schoeniclus siemsseni
KX196445,09-NOV-2016,16693,Francolinus pintadeanus
KX181888,08-NOV-2016,17827,Zosterops senegalensis
KX181887,08-NOV-2016,17892,Zosterops senegalensis
KX181886,08-NOV-2016,17974,Zosterops poliogastrus
KX181885,08-NOV-2016,17827,Zosterops abyssinicus
KX712089,31-OCT-2016,16698,Coturnix japonica
KX702277,30-OCT-2016,16799,Melophus lathami
KX189345,30-OCT-2016,16886,Anthus hodgsoni
KX098448,25-OCT-2016,15565,Sceloglaux albifacies
KX129905,24-OCT-2016,16952,Pycnonotus xanthorrhous
KX398931,21-SEP-2016,18133,Hirundo rustica erythrogaster
KJ722534,02-AUG-2016,17255,Bubulcus ibis
NC_029322,01-MAR-2016,16999,Primolius maracana
NC_029319,01-MAR-2016,16982,Ara ararauna
NC_029161,12-FEB-2016,16985,Orthopsittaca manilatus
NC_028404,17-NOV-2015,16994,Pyrrhura rupicola
NC_026042,10-JAN-2015,16979,Psittacara rubritorquis
NC_025742,26-NOV-2014,16995,Primolius couloni
NC_021771,18-JUL-2013,17027,Rhynchopsitta terrisi
NC_021764,18-JUL-2013,16972,Psittacara brevipes
NC_020325,25-FEB-2013,16998,Psittacara acuticaudatus acuticaudatus
FJ167857,14-SEP-2008,16606,Anas platyrhynchos
AY074885,23-APR-2002,16725,Arenaria interpres
JN191388,30-JUL-2011,18291,Spilornis cheela
JF921876,31-MAY-2012,16707,Tetraophasis obscurus
JF414243,07-APR-2011,16841,Calyptorhynchus latirostris
JF414242,07-APR-2011,16841,Calyptorhynchus baudinii
JF414241,07-APR-2011,16841,Calyptorhynchus lathami
JF414240,07-APR-2011,16717,Cacatua pastinator butleri
JF414239,07-APR-2011,16828,Cacatua moluccensis
EU932689,26-AUG-2008,16738,Anser anser
EU196361,30-SEP-2008,17663,Falco tinnunculus
EF153719,30-DEC-2007,16717,Meleagris gallopavo
EU072995,07-AUG-2007,17579,Egretta eulophotes
DQ453515,01-APR-2006,16853,Taeniopygia guttata
DQ453514,01-APR-2006,16854,Taeniopygia guttata
DQ453513,01-APR-2006,16854,Taeniopygia guttata
DQ453512,01-APR-2006,16853,Taeniopygia guttata
DQ422742,08-MAR-2006,16853,Taeniopygia guttata
DQ083161,25-DEC-2005,16728,Cygnus columbianus
AF338710,15-MAY-2001,18305,Eudromia elegans
AF338707,15-MAY-2001,16701,Tinamus major
AF338713,15-MAY-2001,16756,Casuarius casuarius
HQ890328,20-FEB-2012,16688,Anser fabalis
HQ891119,31-DEC-2011,16680,Crossoptilon crossoptilon
GU908131,14-MAR-2010,17229,Columba livia
GU592504,30-DEC-2010,16867,Podoces hendersoni
FJ378536,31-OCT-2009,16923,Pycnonotus taivanus
GU187969,05-DEC-2009,16727,Tragopan caboti
GU071052,03-FEB-2010,17020,Apteryx owenii
GQ871234,19-MAR-2010,16712,Lophophorus lhuysii
GQ358927,16-AUG-2009,16960,Threskiornis aethiopicus
FJ799728,28-FEB-2010,16706,Tetraophasis szechenyii
FJ751803,31-MAR-2010,16849,Otis tarda
AY235571,02-MAR-2003,16782,Gallus gallus
AY235570,02-MAR-2003,16784,Gallus gallus
AY074886,23-APR-2002,16791,Haematopus ater
GQ199608,03-JUN-2009,16715,Platalea leucorodia
NC_030588,12-JUL-2016,17868,Minla ignotincta
NC_030585,12-JUL-2016,16683,Tringa erythropus
NC_030507,12-JUL-2016,17091,Numenius phaeopus
NC_012453,26-MAR-2009,16728,Arborophila rufipectus
FJ194942,23-MAR-2009,16728,Arborophila rufipectus
EF532935,05-NOV-2007,16356,Archilochus colubris
AF338715,15-MAY-2001,16595,Struthio camelus
AF338714,15-MAY-2001,16716,Anomalopteryx didiformis
AF338712,15-MAY-2001,16662,Emeus crassus
AF338711,15-MAY-2001,16711,Dromaius novaehollandiae
EF455490,03-APR-2007,16918,Platalea minor
EF450826,19-MAR-2007,18193,Melopsittacus undulatus
DQ648776,31-MAY-2006,16783,Gallus gallus
AY016015,17-FEB-2001,17061,Emeus crassus
AY016013,17-FEB-2001,17070,Dinornis giganteus
KP308149,30-JUN-2016,17091,Numenius phaeopus
NC_026223,21-JAN-2015,16783,Periparus ater
NC_024615,28-JUL-2014,16710,Polyplectron napoleonis
KT995474,18-JUN-2016,17868,Minla ignotincta
NC_030368,17-JUN-2016,16779,Schoeniclus elegans
NC_030288,31-MAY-2016,16811,Phaethornis malaris
NC_030287,31-MAY-2016,16810,Florisuga fusca
NC_030286,31-MAY-2016,16871,Calliphlox amethystina
NC_030285,31-MAY-2016,16718,Heliodoxa aurescens
KX230491,15-JUN-2016,16683,Tringa erythropus
KT427463,06-DEC-2015,16742,Anser cygnoides
KJ813903,31-MAY-2016,16779,Schoeniclus elegans
AF338708,15-MAY-2001,16980,Apteryx haastii
KU884610,21-MAY-2016,16833,Lanius sphenocercus sphenocercus
KP853097,20-MAY-2016,16811,Phaethornis malaris
KP853096,20-MAY-2016,16810,Florisuga fusca
KP853095,20-MAY-2016,16871,Calliphlox amethystina
KP853094,20-MAY-2016,16718,Heliodoxa aurescens
NC_029862,12-APR-2016,16838,Dendrocopos leucotos
NC_029846,09-APR-2016,17370,Falco naumanni
NC_029769,28-MAR-2016,17009,Pomatorhinus ruficollis
NC_029758,28-MAR-2016,19042,Nannopterum brasilianus
KU131555,30-MAR-2016,16838,Dendrocopos leucotos
KP684122,29-MAR-2016,17318,Glaucidium brodiei brodiei
KM251414,29-MAR-2016,17370,Falco naumanni
KJ631624,31-MAR-2016,16739,Saundersilarus saundersi
KU695537,09-MAR-2016,16694,Apteryx mantelli
NC_029475,01-MAR-2016,16813,Lonchura striata
NC_029462,01-MAR-2016,17834,Yuhina diademata
NC_029402,01-MAR-2016,17856,Trochalopteron affine
NC_029377,01-MAR-2016,18079,Buteo hemilasius
NC_029344,01-MAR-2016,16782,Passer ammodendri
NC_029321,01-MAR-2016,17045,Spizixos semitorques
KU211647,05-MAR-2016,16741,Anser cygnoides
NC_029188,12-FEB-2016,18513,Hieraaetus fasciatus
NC_029229,12-FEB-2016,16826,Motacilla alba
NC_029189,12-FEB-2016,18559,Buteo lagopus
NC_029151,12-FEB-2016,17968,Locustella pryeri
KT970675,28-FEB-2016,17009,Pomatorhinus ruficollis
KT626611,22-FEB-2016,19042,Nannopterum brasilianus
KJ562357,16-FEB-2016,16999,Primolius maracana
KF010315,16-FEB-2016,16982,Ara ararauna
KR080134,15-FEB-2016,16813,Lonchura striata
KT783535,10-FEB-2016,17834,Yuhina diademata
KJ174511,10-FEB-2016,17045,Spizixos semitorques
KT182082,02-FEB-2016,17856,Trochalopteron affine
KP337337,28-JAN-2016,18559,Buteo lagopus
KP329567,28-JAN-2016,18513,Hieraaetus fasciatus
KT935541,27-JAN-2016,18079,Buteo hemilasius
KT895996,12-JAN-2016,16782,Passer ammodendri
LN589994,20-AUG-2015,17118,Goura cristata minor
LN589995,20-AUG-2015,17131,Goura scheepmakeri
LN589993,20-AUG-2015,17125,Goura victoria beccarii
KP218504,31-DEC-2015,16723,Numida meleagris
KJ579139,31-DEC-2015,16985,Orthopsittaca manilatus
KJ001760,31-DEC-2015,17968,Locustella pryeri
KT736087,19-DEC-2015,16826,Motacilla alba
NC_028545,03-DEC-2015,16896,Chaetura pelagica
NC_028441,17-NOV-2015,16817,Padda oryzivora
NC_028436,17-NOV-2015,17059,Paradoxornis fulvifrons
NC_028437,17-NOV-2015,16996,Suthora nipalensis
KP995437,25-JUL-2015,16819,Lanius isabellinus
KR869824,28-NOV-2015,17840,Garrulax sannio
NC_015526,17-MAY-2011,16692,Phasianus colchicus
JF739859,14-MAY-2011,16692,Phasianus colchicus
KT806484,18-NOV-2015,16685,Alectoris chukar
KT809406,18-NOV-2015,16896,Chaetura pelagica
NC_028333,05-NOV-2015,16821,Lanius cristatus
NC_028273,05-NOV-2015,16737,Turdus eunomus
NC_028188,01-NOV-2015,16733,Turdus merula
NC_028187,01-NOV-2015,16771,Parus monticolus
NC_028186,01-NOV-2015,17848,Garrulax sannio
NC_028179,01-NOV-2015,16669,Turdus rufiventris
KT633399,07-NOV-2015,17828,Garrulax canorus
KT633398,07-NOV-2015,16817,Padda oryzivora
KT598466,07-NOV-2015,17059,Paradoxornis fulvifrons
KT601060,07-NOV-2015,16730,Turdus merula
KT598467,07-NOV-2015,16996,Suthora nipalensis
KF751801,31-OCT-2015,16994,Pyrrhura rupicola
KM015261,26-OCT-2015,16737,Turdus eunomus
KT004451,24-OCT-2015,16821,Lanius cristatus
NC_028036,08-OCT-2015,16824,Lonchura punctulata
KT373849,13-OCT-2015,16733,Turdus merula
KT373848,13-OCT-2015,16771,Parus monticolus
KT373847,13-OCT-2015,17848,Garrulax sannio
NC_027947,07-OCT-2015,17131,Goura scheepmakeri
NC_027942,07-OCT-2015,17811,Zosterops erythropleurus
NC_027936,07-OCT-2015,16840,Picoides pubescens
NC_027934,07-OCT-2015,17476,Phoenicopterus ruber
NC_027933,07-OCT-2015,16835,Motacilla cinerea
KT159835,22-AUG-2015,17476,Phoenicopterus ruber
KT364526,12-OCT-2015,16687,Phasianus colchicus
KT346357,12-OCT-2015,16669,Turdus rufiventris
KR184724,26-SEP-2015,16824,Lonchura punctulata
KP168712,21-SEP-2015,17233,Columba livia
NC_027731,18-AUG-2015,16785,Arremon aurantiirostris
KR092187,14-SEP-2015,16835,Motacilla cinerea
KT194322,23-AUG-2015,17811,Zosterops erythropleurus
KP642167,25-MAR-2015,17086,Sylviparus modestus
KR867679,11-AUG-2015,16735,Cygnus olor
KR821135,08-AUG-2015,16723,Cygnus cygnus
KR780064,08-AUG-2015,16768,Arremon aurantiirostris
KR780063,08-AUG-2015,16785,Arremon aurantiirostris
KM588075,17-JAN-2015,16783,Periparus ater
KC463856,29-JUN-2013,16737,Remiz consobrinus
NC_027655,28-JUL-2015,16819,Lanius isabellinus
NC_024156,30-MAY-2014,16861,Amazilia versicolor
NC_027606,23-JUL-2015,18966,Asio flammeus
NC_027504,14-JUL-2015,16697,Eudocimus ruber
NC_027496,14-JUL-2015,16707,Calidris pygmaea
NC_025579,14-NOV-2014,17516,Falco columbarius
KM264304,28-OCT-2014,17516,Falco columbarius
KP889214,19-JUL-2015,18966,Asio flammeus
NC_027420,24-JUN-2015,16897,Recurvirostra avosetta
KR862292,04-JUL-2015,16697,Eudocimus ruber
KP742478,28-JUN-2015,16707,Calidris pygmaea
KJ833587,01-SEP-2014,16605,Anas platyrhynchos
KF624601,20-MAY-2014,16861,Amazilia versicolor
NC_027285,18-JUN-2015,16820,Acanthis flammea
NC_027267,18-JUN-2015,18995,Phalacrocorax carbo
NC_027260,18-JUN-2015,16750,Tinamus guttatus
NC_027251,18-JUN-2015,16776,Emberiza jankowskii
NC_027284,18-JUN-2015,16832,Prunella montanella
NC_027279,18-JUN-2015,16692,Tetraogallus himalayensis
KP757766,22-JUN-2015,16897,Recurvirostra avosetta
KR422696,13-JUN-2015,16820,Acanthis flammea
KR422695,13-JUN-2015,16832,Prunella montanella
KR349185,10-JUN-2015,16692,Tetraogallus himalayensis
KR347464,10-JUN-2015,16785,Gallus gallus
KR215630,08-JUN-2015,18995,Phalacrocorax carbo
KR149454,08-JUN-2015,16750,Tinamus guttatus
KP738714,06-JUN-2015,16776,Emberiza jankowskii
NC_024640,06-AUG-2014,16639,Tadorna ferruginea
NC_024268,11-JUN-2014,17937,Aegithalos glaucogularis
NC_024267,11-JUN-2014,17953,Aegithalos bonvaloti
NC_024266,11-JUN-2014,17953,Aegithalos fuliginosus
NC_022683,03-NOV-2013,16728,Arborophila ardens
KR072661,16-MAY-2015,17066,Corvus macrorhynchos
KP943133,11-MAY-2015,16742,Anser cygnoides
KC352729,04-OCT-2013,16728,Arborophila ardens
KP742951,06-MAY-2015,16786,Gallus gallus
KJ680303,30-APR-2015,17900,Accipiter soloensis
KJ680302,30-APR-2015,18054,Pitta nympha
KJ680300,30-APR-2015,19417,Accipiter nisus
NC_026793,04-APR-2015,17086,Sylviparus modestus
NC_026715,17-MAR-2015,18059,Falco cherrug
NC_026701,17-MAR-2015,16778,Pardaliparus venustulus
KP313718,22-MAR-2015,17030,Fulica atra
NC_026461,09-FEB-2015,16917,Corvus brachyrhynchos
NC_026459,09-FEB-2015,16966,Streptopelia chinensis
KP337902,07-MAR-2015,18059,Falco cherrug
KP258178,04-MAR-2015,17221,Columba livia
KP313823,01-MAR-2015,16778,Pardaliparus venustulus
KP026178,18-FEB-2015,16741,Anser cygnoides
KP244335,15-FEB-2015,16785,Gallus gallus
KP238480,15-FEB-2015,16740,Anser cygnoides
KM891730,11-FEB-2015,16858,Geospiza fortis
NC_026082,10-JAN-2015,17952,Accipiter virgatus
NC_026125,10-JAN-2015,16669,Stercorarius maccormicki
NC_026068,10-JAN-2015,17873,Garrulax perspicillatus
NC_026067,10-JAN-2015,16803,Luscinia cyanura
NC_026066,10-JAN-2015,16772,Phoenicurus auroreus
KP403809,03-FEB-2015,16917,Corvus brachyrhynchos
KP273832,02-FEB-2015,16966,Streptopelia chinensis
KP148840,02-FEB-2015,18129,Hirundo rustica gutturalis
KF951092,31-MAY-2014,17940,Aegithalos concinnus talifuensis
KF951091,31-MAY-2014,17940,Aegithalos concinnus concinnus
KF951090,31-MAY-2014,17938,Aegithalos glaucogularis vinaceus
KF951089,31-MAY-2014,17937,Aegithalos glaucogularis
KF951088,31-MAY-2014,17935,Aegithalos caudatus caudatus
KF951087,31-MAY-2014,17953,Aegithalos bonvaloti
KF951086,31-MAY-2014,17953,Aegithalos fuliginosus
KP211425,18-JAN-2015,16775,Gallus gallus
KP211424,18-JAN-2015,16775,Gallus gallus
KP211423,18-JAN-2015,16775,Gallus gallus
KP211422,18-JAN-2015,16775,Gallus gallus
KP211421,18-JAN-2015,16775,Gallus gallus
KP211420,18-JAN-2015,16775,Gallus gallus
KP211419,18-JAN-2015,16775,Gallus gallus
KP211418,18-JAN-2015,16775,Gallus gallus
