accession,submission_date,sequence_length,organism 
KT805946,06-FEB-2016,16593,Caranx tille
KT202282,06-FEB-2016,16529,Tachysurus vachellii
KJ433558,04-FEB-2016,16602,Brachirus orientalis
KT456271,02-FEB-2016,16570,Triplophysa sp. TL-2016
KT188772,02-FEB-2016,16974,Taenioides anguillaris
KT367805,30-JAN-2016,16605,Acrossocheilus monticola
KT367804,30-JAN-2016,16775,Zebrias crossolepis
KT943516,30-JAN-2016,16669,Aulonocara stuartgranti
KP064222,19-JAN-2015,16499,Cyprinodon nevadensis pectoralis
KT821095,27-JAN-2016,16509,Periophthalmus argentilineatus
KT878878,14-JAN-2016,16530,Hippocampus spinosissimus
KT878879,12-JAN-2016,16536,Hippocampus kelloggi
KT959236,12-JAN-2016,16618,Toxabramis houdemeri
KT893707,12-JAN-2016,17329,Kryptolebias marmoratus
KT869378,12-JAN-2016,16528,Fundulus heteroclitus
KT826540,12-JAN-2016,16976,Pictichromis paccagnellae
KT357638,10-JAN-2016,16525,Rhinogobius cliffordpopei
KT357639,09-JAN-2016,16496,Periophthalmus magnuspinnatus
KP345880,31-DEC-2015,16489,Heteropneustes fossilis
KM522839,31-DEC-2015,16560,Selaroides leptolepis
KJ960303,31-DEC-2015,16531,Pseudobagrus ondon
KJ496301,31-DEC-2015,16503,Ictalurus cf. pricei USON-01120-1
KJ496300,31-DEC-2015,16503,Ictalurus cf. pricei USON-01115-1
KJ496299,31-DEC-2015,16503,Ictalurus pricei
KJ496298,31-DEC-2015,16503,Ictalurus pricei
KP874185,30-DEC-2015,16508,Caesio cuning
JX242530,30-DEC-2015,16622,Megalobrama terminalis
JX242529,30-DEC-2015,16621,Megalobrama pellegrini
JX242528,30-DEC-2015,16621,Megalobrama skolkovii
KT757374,27-DEC-2015,16622,Toxabramis swinhonis
KT944284,27-DEC-2015,17397,Parupeneus chrysopleuron
KT944287,26-DEC-2015,16590,Schizothorax labiatus
KT906089,26-DEC-2015,16569,Claea dabryi
KT826539,23-DEC-2015,16498,Paracanthurus hepatus
KT894736,23-DEC-2015,16627,Yongeichthys criniger
KT781104,19-DEC-2015,18562,Amblychaeturichthys hexanema
KT896534,16-DEC-2015,16843,Paralichthys lethostigma
KT897925,16-DEC-2015,17003,Priacanthus macracanthus
KT867089,16-DEC-2015,16662,Thymallus mertensii
KT362179,08-DEC-2015,16568,Sinibotia pulchra
NC_028593,03-DEC-2015,16736,Coregonus muksun
NC_028550,03-DEC-2015,16518,Scombrops gilberti
NC_028544,03-DEC-2015,16677,Gymnodiptychus dybowskii
NC_028540,03-DEC-2015,16565,Cynoglossus gracilis
NC_028516,03-DEC-2015,16586,Creteuchiloglanis gongshanensis
NC_028515,03-DEC-2015,16570,Pareuchiloglanis macrotrema
NC_028514,03-DEC-2015,16535,Pareuchiloglanis longicauda
NC_028513,03-DEC-2015,16554,Pareuchiloglanis anteanalis
NC_028512,03-DEC-2015,16569,Oreoglanis jingdongensis
NC_028511,03-DEC-2015,16576,Oreoglanis immaculatus
NC_028510,03-DEC-2015,17271,Austrolebias charrua
NC_028509,03-DEC-2015,16592,Creteuchiloglanis macropterus
NC_028428,17-NOV-2015,16903,Epinephelus bontoides
NC_028426,17-NOV-2015,17104,Garra kempi
NC_028420,17-NOV-2015,16531,Seriolina nigrofasciata
NC_028406,17-NOV-2015,16423,Epinephelus malabaricus
NC_028405,17-NOV-2015,16611,Acipenser medirostris
KR921879,05-DEC-2015,16527,Eleotris oxycephala
KT223584,23-AUG-2015,16585,Schizopyge nukiangensis
NC_026725,17-MAR-2015,16454,Trichopodus leerii
KJ530689,30-NOV-2015,16534,Pseudobagrus ondon
KR870989,28-NOV-2015,16747,Centropyge flavicauda
KT878309,24-NOV-2015,16864,Pseudopleuronectes yokohamae
KT824877,23-NOV-2015,16736,Coregonus muksun
KT588613,18-NOV-2015,16677,Gymnodiptychus dybowskii
KP872697,18-NOV-2015,16586,Creteuchiloglanis gongshanensis
KP872696,18-NOV-2015,16583,Pseudexostoma brachysoma
KP872695,18-NOV-2015,16572,Pareuchiloglanis sinensis
KP872694,18-NOV-2015,16570,Pareuchiloglanis macrotrema
KP872693,18-NOV-2015,16535,Pareuchiloglanis longicauda
KP872692,18-NOV-2015,16554,Pareuchiloglanis anteanalis
KP872691,18-NOV-2015,16569,Oreoglanis jingdongensis
KP872690,18-NOV-2015,16576,Oreoglanis immaculatus
KP872683,18-NOV-2015,16589,Creteuchiloglanis macropterus
KP718940,18-NOV-2015,17271,Austrolebias charrua
KP872682,18-NOV-2015,16592,Creteuchiloglanis macropterus
NC_028298,05-NOV-2015,16496,Pomoxis nigromaculatus
NC_028295,05-NOV-2015,16534,Ecsenius bicolor
NC_028294,05-NOV-2015,16771,Poeciliopsis occidentalis
NC_028293,05-NOV-2015,16510,Fundulus notatus
NC_028292,05-NOV-2015,16501,Cyprinodon tularosa
NC_028291,05-NOV-2015,16591,Meda fulgida
NC_028290,05-NOV-2015,16565,Acipenser oxyrinchus
NC_028289,05-NOV-2015,16889,Macropharyngodon negrosensis
NC_028288,05-NOV-2015,16523,Eucyclogobius newberryi
NC_028287,05-NOV-2015,16772,Centropyge bispinosa
NC_028286,05-NOV-2015,16954,Pseudanthias dispar
NC_028285,05-NOV-2015,16858,Sander vitreus
NC_028284,05-NOV-2015,16503,Lepomis gibbosus
NC_028282,05-NOV-2015,16795,Umbra limi
NC_028281,05-NOV-2015,17194,Limanda aspera
NC_028280,05-NOV-2015,16528,Melanotaenia splendida
NC_028279,05-NOV-2015,16759,Paracheirodon innesi
NC_028277,05-NOV-2015,16529,Cottus bairdii
NC_028276,05-NOV-2015,16492,Noturus taylori
NC_028275,05-NOV-2015,16708,Alosa alabamae
NC_028274,05-NOV-2015,16611,Gambusia holbrooki
NC_028228,01-NOV-2015,16645,Sillago japonica
NC_028224,01-NOV-2015,16623,Megalobrama amblycephala x Megalobrama pellegrini
NC_028205,01-NOV-2015,16717,Scartelaos gigas
NC_028198,01-NOV-2015,16736,Coregonus sp. 'cluncaformis'
NC_028197,01-NOV-2015,16512,Serranidae sp. JL-2015
NC_028180,01-NOV-2015,16521,Cheilodactylus quadricornis
NC_028173,01-NOV-2015,16623,Megalobrama amblycephala x Megalobrama skolkovii
NC_028172,01-NOV-2015,16621,Megalobrama skolokovii x Megalobrama amblycephala
NC_028165,01-NOV-2015,16485,Banjos banjos
NC_028157,01-NOV-2015,16497,Periophthalmus magnuspinnatus
NC_028151,01-NOV-2015,16499,Ictalurus furcatus
KT715812,11-NOV-2015,16745,Rhinichthys osculus
KT715811,11-NOV-2015,16636,Poecilia formosa
KT715810,11-NOV-2015,16580,Placidochromis longimanus
KT715809,11-NOV-2015,16702,Fossorochromis rostratus
KT715479,07-NOV-2015,16591,Acrossocheilus parallens
KT619054,04-NOV-2015,16903,Epinephelus bontoides
KT601639,04-NOV-2015,17104,Garra kempi
KT591876,03-NOV-2015,16531,Seriolina nigrofasciata
NC_028090,14-OCT-2015,16529,Glossolepis incisus
NC_028089,14-OCT-2015,16581,Fossorochromis rostratus
NC_028083,14-OCT-2015,16638,Xiphophorus couchianus
NC_028079,14-OCT-2015,16720,Taractes rubescens
NC_028055,14-OCT-2015,16644,Epinephelus fuscoguttatus x Epinephelus lanceolatus
KM873711,31-OCT-2015,16423,Epinephelus malabaricus
KM591217,31-OCT-2015,16611,Acipenser medirostris
KT624627,28-OCT-2015,16580,Danio rerio
KT624626,28-OCT-2015,16579,Danio rerio
KT624625,28-OCT-2015,16577,Danio rerio
KT624624,28-OCT-2015,16574,Danio rerio
KT624623,28-OCT-2015,16579,Danio rerio
KT624622,28-OCT-2015,16576,Danio rerio
KR780749,28-OCT-2015,16594,Schizothorax yunnanensis paoshanensis
KT438512,28-OCT-2015,16589,Onychostoma barbatum
KT355033,28-OCT-2015,16715,Anguilla japonica
KT290557,06-OCT-2015,16581,Fossorochromis rostratus
KT307617,25-OCT-2015,16550,Poecilia formosa
KP013119,21-OCT-2015,16612,Hypophthalmichthys molitrix
KP013118,21-OCT-2015,16489,Lepomis macrochirus
KP013117,21-OCT-2015,16657,Oncorhynchus clarkii stomias
KP013116,21-OCT-2015,16583,Notemigonus crysoleucas
KP013115,21-OCT-2015,16611,Gambusia holbrooki
KP013114,21-OCT-2015,16622,Catostomus commersonii
KP013113,21-OCT-2015,16649,Campostoma anomalum
KP013112,21-OCT-2015,16496,Pomoxis nigromaculatus
KP013109,21-OCT-2015,16534,Ecsenius bicolor
KP013107,21-OCT-2015,16657,Oncorhynchus clarkii stomias
KP013106,21-OCT-2015,16510,Fundulus notatus
KP013105,21-OCT-2015,16501,Cyprinodon tularosa
KP013104,21-OCT-2015,16591,Meda fulgida
KP013103,21-OCT-2015,16565,Acipenser oxyrinchus
KP013102,21-OCT-2015,16889,Macropharyngodon negrosensis
KP013101,21-OCT-2015,16523,Eucyclogobius newberryi
KP013100,21-OCT-2015,16772,Centropyge bispinosa
KP013099,21-OCT-2015,16954,Pseudanthias dispar
KP013098,21-OCT-2015,16858,Sander vitreus
KP013097,21-OCT-2015,16503,Lepomis gibbosus
KP013095,21-OCT-2015,16795,Umbra limi
KP013094,21-OCT-2015,17194,Limanda aspera
KP013093,21-OCT-2015,16528,Melanotaenia splendida
KP013092,21-OCT-2015,16759,Paracheirodon innesi
KP013090,21-OCT-2015,16529,Cottus bairdii
KP013089,21-OCT-2015,16492,Noturus taylori
KP013088,21-OCT-2015,16708,Alosa alabamae
KP013087,21-OCT-2015,16485,Lepomis cyanellus
KP013086,21-OCT-2015,16581,Cyprinus carpio
KP013085,21-OCT-2015,16611,Gambusia holbrooki
KP013084,21-OCT-2015,16655,Oncorhynchus mykiss
KP013083,21-OCT-2015,16520,Oostethus brachyurus
KP013108,21-OCT-2015,16771,Poeciliopsis occidentalis
KT309078,19-OCT-2015,16645,Sillago japonica
KT277705,18-OCT-2015,16717,Scartelaos gigas
KT375339,14-OCT-2015,16736,Coregonus sp. 'cluncaformis'
KT373795,14-OCT-2015,16512,Serranidae sp. JL-2015
NC_028028,08-OCT-2015,16611,Rhinichthys osculus
NC_028021,08-OCT-2015,17175,Cleisthenes herzensteini
NC_028018,08-OCT-2015,16653,Salvelinus albus
NC_028011,08-OCT-2015,16761,Pundamilia nyererei
NC_027949,07-OCT-2015,16542,Poecilia formosa
NC_027940,07-OCT-2015,16585,Schizopyge nukiangensis
NC_027931,07-OCT-2015,16529,Hippocampus reidi
KM576102,14-OCT-2015,16499,Ictalurus furcatus
KT357695,12-OCT-2015,16521,Cheilodactylus quadricornis
KT347220,11-OCT-2015,16623,Megalobrama amblycephala x Megalobrama skolkovii
KT316879,11-OCT-2015,16621,Megalobrama skolokovii x Megalobrama amblycephala
KT345965,10-OCT-2015,16485,Banjos banjos
KT284931,07-OCT-2015,16497,Periophthalmus magnuspinnatus
KT285171,06-OCT-2015,16529,Glossolepis incisus
NC_027853,14-SEP-2015,16575,Sinibotia robusta
KT594624,05-OCT-2015,16638,Xiphophorus couchianus
KR349364,30-SEP-2015,16720,Taractes rubescens
KM605254,30-SEP-2015,16644,Epinephelus fuscoguttatus x Epinephelus lanceolatus
KT267196,21-SEP-2015,16611,Rhinichthys osculus
KT266879,21-SEP-2015,16521,Chirolophis japonicus
KT223828,20-SEP-2015,17175,Cleisthenes herzensteini
KT266871,20-SEP-2015,16653,Salvelinus albus
KT266870,20-SEP-2015,16653,Salvelinus albus
KT222896,15-SEP-2015,16761,Pundamilia nyererei
NC_027745,18-AUG-2015,16536,Perca schrenkii
NC_027741,18-AUG-2015,16616,Ancherythroculter lini
NC_027737,18-AUG-2015,16559,Plotosus japonicus
NC_027735,18-AUG-2015,16966,Scorpaenopsis cirrosa
KT184924,14-SEP-2015,16563,Schizothorax plagiostomus
KR061357,16-MAY-2015,16498,Cyprinodon variegatus variegatus
KT184692,08-SEP-2015,16496,Argyrosomus japonicus
KT166983,08-SEP-2015,16542,Poecilia formosa
KJ123692,09-SEP-2015,16529,Hippocampus reidi
KP979711,31-AUG-2015,16575,Sinibotia robusta
KM373207,31-AUG-2015,16509,Nibea coibor
KT221043,23-AUG-2015,16582,Maylandia zebra
KT124235,22-AUG-2015,15837,Esox lucius
KT124234,22-AUG-2015,15837,Esox lucius
KT124233,22-AUG-2015,15837,Esox lucius
KT124232,22-AUG-2015,15837,Esox lucius
KT124231,22-AUG-2015,15837,Esox flaviae
KT124230,22-AUG-2015,15837,Esox flaviae
KT153629,19-AUG-2015,16723,Taractichthys steindachneri
NC_027688,04-AUG-2015,16616,Danio nigrofasciatus
NC_027670,04-AUG-2015,16585,Schizothorax kozlovi
KR905930,11-AUG-2015,16536,Perca schrenkii
KR270437,09-AUG-2015,16559,Plotosus japonicus
KR363150,09-AUG-2015,17003,Sillago sihama
KR701907,08-AUG-2015,16966,Scorpaenopsis cirrosa
KR864861,07-AUG-2015,16616,Ancherythroculter lini
KP347126,20-MAY-2015,16530,Seriola rivoliana
KM516103,01-DEC-2014,16616,Xenophysogobio nudicorpa
KJ641842,24-JUN-2014,16607,Xenophysogobio boulengeri
KF955011,19-AUG-2014,16614,Metzia longinasus
KF908768,04-FEB-2014,16636,Cobitis melanoleuca granoei
KC844053,19-SEP-2013,16575,Lota lota
JX316027,31-DEC-2014,16586,Procypris mera
JX316026,11-SEP-2012,16586,Percocypris pingi
JQ700301,31-DEC-2013,16579,Cyclocheilichthys enoplos
NC_027654,28-JUL-2015,17663,Chlorophthalmus nigromarginatus
NC_026537,25-FEB-2015,16658,Oncorhynchus mykiss x Salmo salar
NC_026535,25-FEB-2015,16491,Pterophyllum scalare
NC_026195,21-JAN-2015,17123,Grundulus bogotensis
NC_025767,26-NOV-2014,16682,Megaleporinus piavussu
NC_018823,12-OCT-2012,16522,Tridentiger barbatus
NC_015992,09-SEP-2011,16532,Tridentiger bifasciatus
KR606519,01-AUG-2015,16616,Danio nigrofasciatus
KR029983,01-AUG-2015,16472,Trichopodus leerii
KM186181,31-JUL-2015,16645,Misgurnus anguillicaudatus
KJ755668,30-JUL-2015,16585,Schizothorax kozlovi
NC_027617,23-JUL-2015,16573,Tor khudree
NC_027594,23-JUL-2015,16620,Holacanthus passer
NC_027583,23-JUL-2015,16802,Odontobutis interrupta
NC_027582,23-JUL-2015,16617,Orestias ascotanensis
NC_027435,14-JUL-2015,16537,Macrognathus aculeatus
NC_027522,14-JUL-2015,16687,Acipenser schrenckii x Huso dauricus
NC_027498,14-JUL-2015,16554,Tor tor
NC_027495,14-JUL-2015,16594,Botia lohachata
NC_027447,14-JUL-2015,16405,Sebastes thompsoni
NC_027446,14-JUL-2015,16409,Sebastes trivittatus
NC_027445,14-JUL-2015,16450,Sebastes steindachneri
NC_027444,14-JUL-2015,16408,Sebastes minor
NC_027440,14-JUL-2015,16453,Sebastes hubbsi
NC_027439,14-JUL-2015,16452,Sebastes taczanowskii
NC_027438,14-JUL-2015,16462,Sebastes vulpes
NC_027437,14-JUL-2015,16733,Rhodeus fangi
KP984503,25-JUL-2015,17663,Chlorophthalmus nigromarginatus
KP987118,22-JUL-2015,16494,Pterophyllum scalare
KR868706,21-JUL-2015,16573,Tor khudree
KP965872,18-JUL-2015,16620,Holacanthus passer
NC_027517,14-JUL-2015,16574,Triplophysa yarkandensis
KR364945,14-JUL-2015,16802,Odontobutis interrupta
KR363189,14-JUL-2015,16617,Orestias sp. LIR09
KR296656,14-JUL-2015,16617,Orestias ascotanensis
NC_027417,24-JUN-2015,16555,Acipenser sturio
KP892531,12-JUL-2015,16585,Schizothorax yunnanensis paoshanensis
KR059905,12-JUL-2015,16687,Acipenser schrenckii x Huso dauricus
KP050360,07-JUL-2015,16574,Triplophysa yarkandensis
KJ834064,01-JUL-2015,16405,Sebastes thompsoni
KJ834062,01-JUL-2015,16409,Sebastes trivittatus
KJ834060,01-JUL-2015,16450,Sebastes steindachneri
KJ834059,01-JUL-2015,16408,Sebastes minor
KJ525745,01-JUL-2015,16453,Sebastes hubbsi
KJ525744,01-JUL-2015,16452,Sebastes taczanowskii
KJ525743,01-JUL-2015,16462,Sebastes vulpes
KF980890,30-JUN-2015,16733,Rhodeus fangi
KF636363,30-JUN-2015,16537,Macrognathus aculeatus
KP795444,29-JUN-2015,16554,Tor tor
KP729183,28-JUN-2015,16594,Botia lohachata
KP218514,14-FEB-2015,16658,Oncorhynchus mykiss x Salmo salar
KM677190,10-JAN-2015,17123,Grundulus bogotensis
KM886569,18-NOV-2014,16682,Megaleporinus piavussu
NC_027289,18-JUN-2015,16583,Haplochromis burtoni
NC_027268,18-JUN-2015,16429,Aluterus monoceros
NC_027240,18-JUN-2015,16576,Gymnomuraena zebra
NC_027234,18-JUN-2015,16592,Enchelynassa canina
NC_027291,18-JUN-2015,16559,Beaufortia szechuanensis
NC_027281,18-JUN-2015,16570,Terapon jarbua
NC_027277,18-JUN-2015,16736,Coregonus autumnalis
NC_027273,18-JUN-2015,16606,Phoxinus oxycephalus
NC_027270,18-JUN-2015,16596,Gnathopogon taeniellus
NC_027255,18-JUN-2015,16598,Gnathopogon imberbis
NC_027239,18-JUN-2015,16832,Planiliza macrolepis
NC_027238,18-JUN-2015,16435,Trichopodus microlepis
NC_027228,18-JUN-2015,16488,Siniperca knerii x Siniperca chuatsi
NC_027193,02-JUN-2015,16477,Chaenogobius gulosus
NC_027192,02-JUN-2015,16630,Barbatula barbatula
NC_027186,02-JUN-2015,17778,Conger japonicus
NC_027183,02-JUN-2015,16530,Seriola rivoliana
NC_027175,02-JUN-2015,16574,Ambastaia sidthimunki
NC_027171,02-JUN-2015,16843,Scortum barcoo
NC_027162,02-JUN-2015,16583,Schizothorax lissolabiata
KP777542,26-APR-2015,16507,Anoplopoma fimbria
KP231206,14-FEB-2015,16491,Pterophyllum scalare
KP731975,23-JUN-2015,16622,Squaliobarbus curriculus
KP997218,22-JUN-2015,16652,Acipenser oxyrinchus desotoi
KP997217,22-JUN-2015,16565,Acipenser oxyrinchus oxyrinchus
KP997216,22-JUN-2015,16555,Acipenser sturio
KP716708,17-JUN-2015,16559,Beaufortia szechuanensis
KP641358,16-JUN-2015,16583,Haplochromis burtoni
JX536694,09-OCT-2012,16522,Tridentiger barbatus
KM024309,14-JUN-2015,16488,Siniperca knerii x Siniperca chuatsi
KP455734,12-JUN-2015,16570,Terapon jarbua
KP452507,10-JUN-2015,16736,Coregonus autumnalis
KR527219,10-JUN-2015,17099,Betta splendens
KP641342,10-JUN-2015,16606,Phoxinus oxycephalus
KP455641,10-JUN-2015,16596,Gnathopogon taeniellus
KP637022,10-JUN-2015,16429,Aluterus monoceros
KR185963,08-JUN-2015,16606,Labeo rohita
KP793920,08-JUN-2015,16576,Gymnomuraena zebra
KP342379,08-JUN-2015,16435,Trichopodus microlepis
KP893074,08-JUN-2015,16592,Enchelynassa canina
KR010927,07-JUN-2015,16598,Gnathopogon imberbis
KP793919,08-JUN-2015,16832,Planiliza macrolepis
NC_027107,14-MAY-2015,16501,Pterocryptis cochinchinensis
NC_027088,14-MAY-2015,16836,Polydactylus sextarius
NC_027070,14-MAY-2015,16438,Thamnaconus hypargyreus
NC_027069,14-MAY-2015,16543,Bangana tungting
NC_027062,14-MAY-2015,16480,Luciogobius pallidus
NC_026998,05-MAY-2015,16534,Strongylura anastomella
NC_026989,05-MAY-2015,16506,Synanceia verrucosa
NC_026973,05-MAY-2015,16592,Acrossocheilus parallens
NC_026912,22-APR-2015,16858,Coilia brachygnathus
NC_026902,22-APR-2015,16527,Eleotris oxycephala
NC_026897,22-APR-2015,16805,Diploprion bifasciatum
NC_026846,22-APR-2015,16123,Pseudoplatystoma corruscans
NC_026845,22-APR-2015,16445,Lophiosilurus alexandri
NC_026919,22-APR-2015,16646,Selenotoca multifasciata
NC_026904,22-APR-2015,16529,Melanotaenia parkinsoni
NC_026900,22-APR-2015,16599,Abbottina obtusirostris
NC_026899,22-APR-2015,16652,Cheilodactylus variegatus
NC_026889,22-APR-2015,16500,Erilepis zonifer
NC_026886,22-APR-2015,16519,Oxyeleotris lineolata
NC_026883,22-APR-2015,16988,Chaetodontoplus conspicillatus
NC_026870,22-APR-2015,16584,Cyprinus carpio specularis x Carassius cuvieri
NC_022141,27-AUG-2013,16538,Aethaloperca rogaa
KP696748,31-MAY-2015,16477,Chaenogobius gulosus
KP715096,31-MAY-2015,16630,Barbatula barbatula
KJ874431,31-MAY-2015,16576,Carassius auratus
KJ874430,31-MAY-2015,16580,Carassius auratus
KJ874429,31-MAY-2015,16580,Carassius auratus
KJ874428,31-MAY-2015,16580,Carassius auratus
KM667972,10-JAN-2015,16508,Lagocephalus spadiceus
KP796150,25-MAY-2015,16583,Schizothorax lissolabiata
KR131863,23-MAY-2015,17778,Conger japonicus
KR091310,17-MAY-2015,16594,Rhynchocypris lagowskii
KP319024,16-MAY-2015,16574,Ambastaia sidthimunki
KP317810,16-MAY-2015,16843,Scortum barcoo
KP317088,16-MAY-2015,16851,Coilia grayii
JX867258,14-MAY-2015,16533,Tachysurus ussuriensis
KR028479,12-MAY-2015,16501,Pterocryptis cochinchinensis
KP993139,11-MAY-2015,16584,Cyprinus carpio carpio
KP993138,11-MAY-2015,16581,Cyprinus carpio haematopterus
KP993137,11-MAY-2015,16582,Cyprinus carpio
KP993136,11-MAY-2015,16581,Cyprinus carpio
KP259870,04-MAY-2015,16836,Polydactylus sextarius
KF040451,01-MAY-2015,16480,Luciogobius pallidus
KJ743986,30-APR-2015,16438,Thamnaconus hypargyreus
KJ737371,30-APR-2015,16543,Bangana tungting
KP864662,28-APR-2015,16534,Strongylura anastomella
KP892753,28-APR-2015,16519,Rhinogobius similis
KP789313,26-APR-2015,16506,Synanceia verrucosa
KP749475,22-APR-2015,16571,Homatula potanini
NC_026794,04-APR-2015,16635,Trichogaster fasciata
NC_026731,17-MAR-2015,16647,Epinephelus corallicola
NC_026718,17-MAR-2015,16544,Decapterus macarellus
NC_026717,17-MAR-2015,16484,Ageneiosus pardalis
NC_026712,17-MAR-2015,16617,Pseudolaubuca sinensis
NC_026709,17-MAR-2015,16540,Sinobdella sinensis
NC_026693,17-MAR-2015,16618,Hemiculterella sauvagei
KP274878,22-APR-2015,16592,Acrossocheilus parallens
KP728238,21-APR-2015,16646,Selenotoca multifasciata
KP185129,18-APR-2015,16858,Coilia brachygnathus
KC593376,25-AUG-2013,16538,Aethaloperca rogaa
KP710957,06-APR-2015,16493,Siniperca roulei
KP715149,06-APR-2015,16529,Melanotaenia parkinsoni
KP713717,06-APR-2015,16527,Eleotris oxycephala
KP727758,06-APR-2015,16599,Abbottina obtusirostris
KP704218,06-APR-2015,16652,Cheilodactylus variegatus
KP256530,05-APR-2015,16805,Diploprion bifasciatum
KP682335,04-APR-2015,16500,Erilepis zonifer
KP684140,04-APR-2015,16519,Oxyeleotris lineolata
KP033452,30-MAR-2015,16988,Chaetodontoplus conspicillatus
KP691029,28-MAR-2015,16584,Cyprinus carpio specularis x Carassius cuvieri
KJ577589,31-MAR-2015,16585,Schizopyge dolichonema
KJ502112,31-MAR-2015,16123,Pseudoplatystoma corruscans
KJ494387,31-MAR-2015,16445,Lophiosilurus alexandri
KP301136,25-MAR-2015,16635,Trichogaster fasciata
KP100265,24-MAR-2015,16452,Trichopodus trichopterus
KF056322,20-MAR-2015,16964,Coilia mystus
KP072053,16-MAR-2015,16647,Epinephelus corallicola
NC_026578,25-FEB-2015,18202,Parachaenichthys charcoti
NC_026566,25-FEB-2015,16786,Hypomesus olidus
NC_026549,25-FEB-2015,16601,Onychostoma gerlachi
NC_026544,25-FEB-2015,16527,Tachysurus fulvidraco x Tachysurus vachelli
NC_026533,25-FEB-2015,16542,Sander lucioperca
NC_026526,25-FEB-2015,16568,Pseudoplatystoma magdaleniatum
NC_026521,25-FEB-2015,16998,Chaetodontoplus mesoleucus
NC_026520,25-FEB-2015,16816,Apolemichthys kingi
NC_026519,25-FEB-2015,16489,Mugilogobius chulae
KP244449,16-FEB-2015,16601,Onychostoma gerlachi
NC_026467,09-FEB-2015,16720,Hyporhamphus intermedius
NC_026464,09-FEB-2015,16418,Epinephelus coioides x Epinephelus lanceolatus
NC_026458,09-FEB-2015,16620,Megalobrama pellegrini
NC_026455,09-FEB-2015,16550,Neosalanx tangkahkeii
NC_026453,09-FEB-2015,16615,Holacanthus clarionensis
NC_026451,09-FEB-2015,16151,Centropyge interrupta
KP699581,11-MAR-2015,16454,Trichopodus leerii
NC_025932,16-DEC-2014,16496,Macropodus opercularis
KJ756343,04-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746966,03-AUG-2014,16619,Hypophthalmichthys nobilis
KJ746965,03-AUG-2014,16588,Hypophthalmichthys molitrix
KJ746964,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746963,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746962,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746961,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746960,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746959,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746958,03-AUG-2014,16619,Hypophthalmichthys nobilis
KJ746957,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746956,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746955,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746954,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746953,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746952,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746951,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746950,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746949,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746948,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746947,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746946,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746945,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746944,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746943,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746942,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746941,03-AUG-2014,16618,Hypophthalmichthys nobilis
KJ746940,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746939,03-AUG-2014,16615,Hypophthalmichthys molitrix
KJ746938,03-AUG-2014,16614,Hypophthalmichthys molitrix
KJ746937,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746936,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ746935,03-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729097,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729096,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729095,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729094,02-AUG-2014,16615,Hypophthalmichthys molitrix
KJ729093,02-AUG-2014,16615,Hypophthalmichthys molitrix
KJ729092,02-AUG-2014,16614,Hypophthalmichthys molitrix
KJ729091,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729090,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729089,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729088,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729087,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729086,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729085,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729084,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729083,02-AUG-2014,16619,Hypophthalmichthys nobilis
KJ729082,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729081,02-AUG-2014,16620,Hypophthalmichthys nobilis
KJ729080,02-AUG-2014,16620,Hypophthalmichthys nobilis
