accession,submission_date,sequence_length,organism 
KC572711,3-Jun-13,16400,Balaenoptera physalus
KC572710,3-Jun-13,16401,Balaenoptera physalus
KC572709,3-Jun-13,16401,Balaenoptera physalus
KC572708,3-Jun-13,16401,Balaenoptera physalus
KC896375,9-Jun-13,16719,Canis lupus campestris
NC_021435,10-Jun-13,16349,Ziphius cavirostris
NC_021398,10-Jun-13,17160,Crocidura shantungensis
NC_021434,10-Jun-13,16343,Mesoplodon europaeus
NC_021461,10-Jun-13,16385,Neophocaena phocaenoides
NC_021386,10-Jun-13,16580,Chinchilla lanigera
KC789518,11-Jun-13,16575,Rhizomys pruinosus
NC_021381,11-Jun-13,16555,Naemorhedus goral
NC_021478,12-Jun-13,16575,Rhizomys pruinosus
NC_021387,12-Jun-13,16571,Coendou insidiosus
JX088693,29-Jun-13,16428,Canis lupus familiaris
JX088692,29-Jun-13,16428,Canis lupus familiaris
JX088691,29-Jun-13,16428,Canis lupus familiaris
JX088690,29-Jun-13,16428,Canis lupus familiaris
JX088689,29-Jun-13,16428,Canis lupus familiaris
JX088688,29-Jun-13,16427,Canis lupus familiaris
JX088687,29-Jun-13,16428,Canis lupus familiaris
JX088686,29-Jun-13,16428,Canis lupus familiaris
JX088685,29-Jun-13,16428,Canis lupus familiaris
JX088684,29-Jun-13,16428,Canis lupus familiaris
JX088683,29-Jun-13,16428,Canis lupus familiaris
JX088682,29-Jun-13,16428,Canis lupus familiaris
JX088681,29-Jun-13,16428,Canis lupus familiaris
JX088680,29-Jun-13,16427,Canis lupus familiaris
JX088679,29-Jun-13,16427,Canis lupus familiaris
JX088678,29-Jun-13,16428,Canis lupus familiaris
JX088677,29-Jun-13,16427,Canis lupus familiaris
JX088676,29-Jun-13,16427,Canis lupus familiaris
JX088675,29-Jun-13,16428,Canis lupus familiaris
JX088673,29-Jun-13,16428,Canis lupus familiaris
JX088672,29-Jun-13,16428,Canis lupus familiaris
JX088671,29-Jun-13,16427,Canis lupus familiaris
JX088674,29-Jun-13,16428,Canis lupus familiaris
KC702803,30-Jun-13,16704,Rousettus aegyptiacus
KC815122,7-Jul-13,16521,Mustela altaica
KC660129,14-Jul-13,16486,Martes martes
NC_021751,18-Jul-13,16521,Mustela altaica
NC_021749,18-Jul-13,16486,Martes martes
KF164610,20-Jul-13,16386,Orcinus orca
KC959985,28-Jul-13,16702,Cacajao calvus
KC959987,28-Jul-13,16471,Saimiri boliviensis
KC959986,28-Jul-13,16551,Plecturocebus cupreus
KC757412,28-Jul-13,16542,Theropithecus gelada
KC757411,28-Jul-13,16512,Symphalangus syndactylus
KC757410,28-Jul-13,16527,Sapajus xanthosternos
KC757409,28-Jul-13,16551,Saguinus oedipus
KC757408,28-Jul-13,16765,Prolemur simus
KC757407,28-Jul-13,16618,Perodicticus potto edwarsi
KC757406,28-Jul-13,16566,Papio anubis
KC757405,28-Jul-13,16735,Nycticebus bengalensis
KC757404,28-Jul-13,16478,Nomascus leucogenys
KC757403,28-Jul-13,16546,Mandrillus sphinx
KC757402,28-Jul-13,16791,Loris lydekkerianus
KC757401,28-Jul-13,16563,Lophocebus aterrimus
KC757400,28-Jul-13,16936,Lepilemur ruficaudatus
KC757399,28-Jul-13,16872,Leontopithecus rosalia
KC757398,28-Jul-13,16595,Lagothrix lagotricha
KC757397,28-Jul-13,16878,Hapalemur griseus
KC757396,28-Jul-13,16650,Galago moholi
KC757395,28-Jul-13,16280,Eulemur rufus
KC757394,28-Jul-13,16676,Erythrocebus patas
KC757393,28-Jul-13,16706,Chiropotes albinasus
KC757392,28-Jul-13,16804,Cheirogaleus medius
KC757391,28-Jul-13,16544,Cercopithecus albogularis
KC757390,28-Jul-13,16551,Cercocebus chrysogaster
KC757389,28-Jul-13,16520,Callithrix pygmaea
KC757388,28-Jul-13,16502,Callithrix geoffroyi
KC757387,28-Jul-13,16787,Avahi laniger
KC757386,28-Jul-13,16559,Ateles belzebuth
KC757385,28-Jul-13,16555,Aotus azarai
KC757384,28-Jul-13,16517,Alouatta caraya
KF011917,3-Aug-13,16310,Rattus norvegicus
KF011916,3-Aug-13,16306,Rattus tanezumi
KF032878,5-Aug-13,16343,Mesoplodon densirostris
KF032877,5-Aug-13,16340,Mesoplodon densirostris
KF032876,5-Aug-13,16343,Mesoplodon densirostris
KF032875,5-Aug-13,16346,Mesoplodon densirostris
KF032874,5-Aug-13,16320,Mesoplodon densirostris
KF032872,5-Aug-13,16339,Mesoplodon densirostris
KF032871,5-Aug-13,16336,Mesoplodon densirostris
KF032870,5-Aug-13,16330,Mesoplodon densirostris
KF032869,5-Aug-13,16333,Mesoplodon densirostris
KF032868,5-Aug-13,16346,Mesoplodon densirostris
KF032867,5-Aug-13,16346,Mesoplodon densirostris
KF032866,5-Aug-13,16347,Mesoplodon densirostris
KF032864,5-Aug-13,16347,Mesoplodon densirostris
KF032863,5-Aug-13,16347,Mesoplodon densirostris
KF032862,5-Aug-13,16347,Mesoplodon densirostris
KF032861,5-Aug-13,16347,Mesoplodon densirostris
KF032860,5-Aug-13,16347,Mesoplodon densirostris
KF032873,5-Aug-13,16346,Mesoplodon densirostris
KF032865,5-Aug-13,16296,Mesoplodon densirostris
NC_021974,6-Aug-13,16347,Mesoplodon densirostris
NC_021961,6-Aug-13,16527,Sapajus xanthosternos
NC_021960,6-Aug-13,16551,Saguinus oedipus
NC_021959,6-Aug-13,16765,Prolemur simus
NC_021958,6-Aug-13,16735,Nycticebus bengalensis
NC_021957,6-Aug-13,16478,Nomascus leucogenys
NC_021956,6-Aug-13,16546,Mandrillus sphinx
NC_021955,6-Aug-13,16791,Loris lydekkerianus
NC_021954,6-Aug-13,16563,Lophocebus aterrimus
NC_021953,6-Aug-13,16936,Lepilemur ruficaudatus
NC_021952,6-Aug-13,16872,Leontopithecus rosalia
NC_021951,6-Aug-13,16595,Lagothrix lagotricha
NC_021950,6-Aug-13,16878,Hapalemur griseus
NC_021949,6-Aug-13,16650,Galago moholi
NC_021948,6-Aug-13,16280,Eulemur rufus
NC_021947,6-Aug-13,16676,Erythrocebus patas
NC_021946,6-Aug-13,16706,Chiropotes albinasus
NC_021945,6-Aug-13,16804,Cheirogaleus medius
NC_021944,6-Aug-13,16544,Cercopithecus albogularis
NC_021943,6-Aug-13,16551,Cercocebus chrysogaster
NC_021942,6-Aug-13,16520,Callithrix pygmaea
NC_021941,6-Aug-13,16502,Callithrix geoffroyi
NC_021940,6-Aug-13,16787,Avahi laniger
NC_021939,6-Aug-13,16555,Aotus azarai
NC_021938,6-Aug-13,16517,Alouatta caraya
NC_021966,6-Aug-13,16471,Saimiri boliviensis
NC_021967,6-Aug-13,16702,Cacajao calvus
NC_021965,6-Aug-13,16551,Plecturocebus cupreus
KC977312,24-Aug-13,16758,Nycticebus bengalensis
KF163094,27-Aug-13,16342,Bos taurus
KF163093,27-Aug-13,16342,Bos taurus
KF163092,27-Aug-13,16342,Bos taurus
KF163091,27-Aug-13,16342,Bos taurus
KF163090,27-Aug-13,16342,Bos taurus
KF163089,27-Aug-13,16342,Bos taurus
KF163088,27-Aug-13,16342,Bos taurus
KF163087,27-Aug-13,16342,Bos taurus
KF163086,27-Aug-13,16342,Bos taurus
KF163085,27-Aug-13,16342,Bos taurus
KF163084,27-Aug-13,16342,Bos taurus
KF163083,27-Aug-13,16342,Bos taurus
KF163082,27-Aug-13,16342,Bos taurus
KF163081,27-Aug-13,16342,Bos taurus
KF163080,27-Aug-13,16342,Bos taurus
KF163079,27-Aug-13,16342,Bos taurus
KF163078,27-Aug-13,16342,Bos taurus
KF163077,27-Aug-13,16342,Bos taurus
KF163076,27-Aug-13,16342,Bos taurus
KF163075,27-Aug-13,16342,Bos taurus
KF163074,27-Aug-13,16342,Bos taurus
KF163073,27-Aug-13,16342,Bos taurus
KF163072,27-Aug-13,16342,Bos taurus
KF163071,27-Aug-13,16342,Bos taurus
KF163070,27-Aug-13,16342,Bos taurus
KF163069,27-Aug-13,16342,Bos taurus
KF163068,27-Aug-13,16342,Bos taurus
KF163067,27-Aug-13,16342,Bos taurus
KF163066,27-Aug-13,16342,Bos taurus
KF163065,27-Aug-13,16342,Bos taurus
KF163064,27-Aug-13,16342,Bos taurus
KF163063,27-Aug-13,16342,Bos taurus
KF163062,27-Aug-13,16342,Bos taurus
KF163061,27-Aug-13,16342,Bos taurus
KF418393,31-Aug-13,16386,Orcinus orca
KF418392,31-Aug-13,16386,Orcinus orca
KF418391,31-Aug-13,16386,Orcinus orca
KF418390,31-Aug-13,16386,Orcinus orca
KF418389,31-Aug-13,16387,Orcinus orca
KF418388,31-Aug-13,16387,Orcinus orca
KF418387,31-Aug-13,16387,Orcinus orca
KF418386,31-Aug-13,16387,Orcinus orca
KF418385,31-Aug-13,16387,Orcinus orca
KF418384,31-Aug-13,16387,Orcinus orca
KF418383,31-Aug-13,16387,Orcinus orca
KF418382,31-Aug-13,16387,Orcinus orca
KF418381,31-Aug-13,16387,Orcinus orca
KF418380,31-Aug-13,16386,Orcinus orca
KF418379,31-Aug-13,16386,Orcinus orca
KF418378,31-Aug-13,16386,Orcinus orca
KF418377,31-Aug-13,16386,Orcinus orca
KF418376,31-Aug-13,16386,Orcinus orca
KF418375,31-Aug-13,16386,Orcinus orca
KF418374,31-Aug-13,16386,Orcinus orca
KF418373,31-Aug-13,16386,Orcinus orca
KF418372,31-Aug-13,16386,Orcinus orca
KF387633,15-Sep-13,16688,Vulpes vulpes montana
KF437625,17-Sep-13,16783,Ursus deningeri
NC_022429,24-Sep-13,16637,Vampyrum spectrum
NC_022428,24-Sep-13,16629,Tonatia saurophila
NC_022427,24-Sep-13,16637,Sturnira tildae
NC_022426,24-Sep-13,16671,Rhinophylla pumilio
NC_022425,24-Sep-13,16616,Pteronotus rubiginosus
NC_022424,24-Sep-13,16666,Lophostoma silvicolum
NC_022423,24-Sep-13,16659,Desmodus rotundus
NC_022422,24-Sep-13,16711,Carollia perspicillata
NC_022421,24-Sep-13,16785,Brachyphylla cavernarum
NC_022420,24-Sep-13,16546,Anoura caudifer
NC_022419,24-Sep-13,16589,Micronycteris megalotis
KF302462,24-Sep-13,16617,Ovis aries
KF302461,24-Sep-13,16617,Ovis aries
KF302460,24-Sep-13,16617,Ovis aries
KF302459,24-Sep-13,16617,Ovis aries
KF302458,24-Sep-13,16617,Ovis aries
KF302457,24-Sep-13,16617,Ovis aries
KF302456,24-Sep-13,16617,Ovis aries
KF302455,24-Sep-13,16617,Ovis aries
KF302454,24-Sep-13,16617,Ovis aries
KF302453,24-Sep-13,16617,Ovis aries
KF302452,24-Sep-13,16617,Ovis aries
KF302451,24-Sep-13,16618,Ovis aries
KF302450,24-Sep-13,16618,Ovis aries
KF302449,24-Sep-13,16618,Ovis aries
KF302448,24-Sep-13,16617,Ovis aries
KF302447,24-Sep-13,16617,Ovis aries
KF302446,24-Sep-13,16618,Ovis aries
KF302445,24-Sep-13,16618,Ovis aries
KF302444,24-Sep-13,16618,Ovis aries
KF302443,24-Sep-13,16618,Ovis aries
KF302442,24-Sep-13,16618,Ovis aries
KF302441,24-Sep-13,16618,Ovis aries
KF302440,24-Sep-13,16618,Ovis aries
KF305937,25-Sep-13,16571,Macaca fascicularis
JQ658979,1-Oct-13,16575,Uropsilus soricipes
KF425526,5-Oct-13,16351,Meriones unguiculatus
KF440685,22-Oct-13,17562,Myotis macrodactylus
KF472179,26-Oct-13,16690,Sus scrofa
KF472178,26-Oct-13,16690,Sus scrofa
KF472177,26-Oct-13,16690,Sus scrofa
KF111724,31-Oct-13,16584,Myotis ikonnikovi
NC_022698,3-Nov-13,16584,Myotis ikonnikovi
NC_022694,3-Nov-13,17562,Myotis macrodactylus
KF483864,4-Nov-13,17049,Panthera onca
KF573616,10-Nov-13,16729,Canis lupus laniger
KF569218,10-Nov-13,16710,Sus scrofa
KF525852,10-Nov-13,16338,Bos primigenius
KF601700,11-Nov-13,16710,Sus scrofa
KF500173,13-Nov-13,16554,Naemorhedus griseus
KF570389,13-Nov-13,16387,Tursiops truncatus
KF570388,13-Nov-13,16388,Tursiops truncatus
KF570387,13-Nov-13,16388,Tursiops truncatus
KF570386,13-Nov-13,16388,Tursiops truncatus
KF570385,13-Nov-13,16387,Tursiops truncatus
KF570384,13-Nov-13,16387,Tursiops truncatus
KF570383,13-Nov-13,16387,Tursiops truncatus
KF570382,13-Nov-13,16382,Tursiops truncatus
KF570381,13-Nov-13,16387,Tursiops truncatus
KF570380,13-Nov-13,16387,Tursiops truncatus
KF570379,13-Nov-13,16387,Tursiops truncatus
KF570378,13-Nov-13,16388,Tursiops truncatus
KF570377,13-Nov-13,16389,Tursiops truncatus
KF570376,13-Nov-13,16388,Tursiops truncatus
KF570375,13-Nov-13,16387,Tursiops truncatus
KF570374,13-Nov-13,16388,Tursiops truncatus
KF570373,13-Nov-13,16388,Tursiops truncatus
KF570372,13-Nov-13,16387,Tursiops truncatus
KF570371,13-Nov-13,16388,Tursiops truncatus
KF570370,13-Nov-13,16388,Tursiops truncatus
KF570369,13-Nov-13,16388,Tursiops australis
KF570368,13-Nov-13,16388,Tursiops australis
KF570367,13-Nov-13,16388,Tursiops australis
KF570366,13-Nov-13,16382,Tursiops australis
KF570365,13-Nov-13,16388,Tursiops australis
KF570364,13-Nov-13,16388,Tursiops australis
KF570363,13-Nov-13,16388,Tursiops australis
KF570362,13-Nov-13,16380,Tursiops aduncus
KF570361,13-Nov-13,16384,Tursiops aduncus
KF570360,13-Nov-13,16384,Tursiops aduncus
KF570359,13-Nov-13,16384,Tursiops aduncus
KF570358,13-Nov-13,16384,Tursiops aduncus
KF570357,13-Nov-13,16384,Tursiops aduncus
KF570356,13-Nov-13,16384,Tursiops aduncus
KF570355,13-Nov-13,16384,Tursiops aduncus
KF570354,13-Nov-13,16384,Tursiops aduncus
KF570353,13-Nov-13,16384,Tursiops aduncus
KF570352,13-Nov-13,16387,Tursiops truncatus
KF570351,13-Nov-13,16387,Tursiops truncatus
KF570350,13-Nov-13,16387,Tursiops truncatus
KF570349,13-Nov-13,16387,Tursiops truncatus
KF570348,13-Nov-13,16387,Tursiops truncatus
KF570347,13-Nov-13,16388,Tursiops truncatus
KF570346,13-Nov-13,16387,Tursiops truncatus
KF570345,13-Nov-13,16387,Tursiops truncatus
KF570344,13-Nov-13,16384,Tursiops aduncus
KF570343,13-Nov-13,16384,Tursiops aduncus
KF570342,13-Nov-13,16384,Tursiops aduncus
KF570341,13-Nov-13,16384,Tursiops aduncus
KF570340,13-Nov-13,16384,Tursiops aduncus
KF570339,13-Nov-13,16383,Tursiops aduncus
KF570338,13-Nov-13,16384,Tursiops aduncus
KF570337,13-Nov-13,16384,Tursiops aduncus
KF570336,13-Nov-13,16384,Tursiops aduncus
KF570335,13-Nov-13,16384,Tursiops aduncus
KF570334,13-Nov-13,16387,Tursiops truncatus
KF570333,13-Nov-13,16387,Tursiops truncatus
KF570332,13-Nov-13,16388,Tursiops truncatus
KF570331,13-Nov-13,16388,Tursiops truncatus
KF570330,13-Nov-13,16387,Tursiops truncatus
KF570329,13-Nov-13,16387,Tursiops truncatus
KF570328,13-Nov-13,16387,Tursiops truncatus
KF570327,13-Nov-13,16388,Tursiops truncatus
KF570326,13-Nov-13,16388,Tursiops truncatus
KF570325,13-Nov-13,16387,Tursiops truncatus
KF570324,13-Nov-13,16387,Tursiops truncatus
KF570323,13-Nov-13,16387,Tursiops truncatus
KF570322,13-Nov-13,16387,Tursiops truncatus
KF570321,13-Nov-13,16386,Tursiops truncatus
KF570320,13-Nov-13,16387,Tursiops truncatus
KF570319,13-Nov-13,16388,Tursiops truncatus
KF570318,13-Nov-13,16388,Tursiops truncatus
KF570317,13-Nov-13,16388,Tursiops truncatus
KF570316,13-Nov-13,16388,Tursiops truncatus
KF570315,13-Nov-13,16388,Tursiops truncatus
JQ967333,14-Nov-13,16383,Bos taurus
NC_022805,15-Nov-13,16388,Tursiops australis
KF646248,17-Nov-13,16767,Cuon alpinus lepturus
NC_022842,19-Nov-13,17049,Panthera onca
KF660222,19-Nov-13,16700,Sus scrofa scrofa
KF661096,20-Nov-13,16718,Canis latrans
KF661095,20-Nov-13,16711,Canis lupus
KF661094,20-Nov-13,16714,Canis lupus familiaris
KF661093,20-Nov-13,16624,Canis lupus familiaris
KF661092,20-Nov-13,16727,"Canis sp. Russia/33,500"
KF661091,20-Nov-13,16664,Canis lupus
KF661090,20-Nov-13,16727,Canis lupus
KF661089,20-Nov-13,16458,Canis lupus
KF661088,20-Nov-13,16726,Canis lupus
KF661087,20-Nov-13,16691,Canis lupus
KF661086,20-Nov-13,16724,Canis lupus familiaris
KF661085,20-Nov-13,16708,Canis lupus
KF661084,20-Nov-13,16679,Canis lupus familiaris
KF661083,20-Nov-13,16694,Canis lupus familiaris
KF661082,20-Nov-13,16698,Canis lupus familiaris
KF661081,20-Nov-13,16726,Canis lupus
KF661080,20-Nov-13,16682,Canis lupus
KF661079,20-Nov-13,16494,"Canis sp. Belgium/36,000"
KF661078,20-Nov-13,16683,Canis lupus
KF661077,20-Nov-13,16727,Canis lupus
KF661076,20-Nov-13,16727,Canis lupus
KF661075,20-Nov-13,16727,Canis lupus
KF661074,20-Nov-13,16727,Canis lupus
KF661073,20-Nov-13,16727,Canis lupus
KF661072,20-Nov-13,16727,Canis lupus
KF661071,20-Nov-13,16727,Canis lupus
KF661070,20-Nov-13,16727,Canis lupus
KF661069,20-Nov-13,16727,Canis lupus
KF661068,20-Nov-13,16727,Canis lupus
KF661067,20-Nov-13,16727,Canis lupus
KF661066,20-Nov-13,16727,Canis lupus
KF661065,20-Nov-13,16727,Canis lupus
KF661064,20-Nov-13,16727,Canis lupus
KF661063,20-Nov-13,16727,Canis lupus
KF661062,20-Nov-13,16727,Canis lupus
KF661061,20-Nov-13,16727,Canis lupus
KF661060,20-Nov-13,16727,Canis lupus
KF661059,20-Nov-13,16727,Canis lupus
KF661058,20-Nov-13,16727,Canis lupus
KF661057,20-Nov-13,16727,Canis lupus
KF661056,20-Nov-13,16727,Canis lupus
KF661055,20-Nov-13,16727,Canis lupus
KF661054,20-Nov-13,16727,Canis lupus
KF661053,20-Nov-13,16727,Canis lupus
KF661052,20-Nov-13,16727,Canis lupus
KF661051,20-Nov-13,16727,Canis lupus
KF661050,20-Nov-13,16727,Canis lupus
KF661049,20-Nov-13,16727,Canis lupus
KF661048,20-Nov-13,16727,Canis lupus
KF661047,20-Nov-13,16727,Canis lupus
KF661046,20-Nov-13,16727,Canis lupus
KF661045,20-Nov-13,16727,Canis lupus
KF661044,20-Nov-13,16727,Canis lupus
KF661043,20-Nov-13,16727,Canis lupus
KF661042,20-Nov-13,16727,Canis lupus
KF661041,20-Nov-13,16727,Canis lupus
KF661040,20-Nov-13,16727,Canis lupus
KF661039,20-Nov-13,16727,Canis lupus
KF661038,20-Nov-13,16727,Canis lupus
KF661037,20-Nov-13,16727,Canis lupus familiaris
KF661036,20-Nov-13,16727,Canis lupus familiaris
JX572159,4-Dec-13,16502,Petaurista hainana
KF683087,4-Dec-13,16568,Homo heidelbergensis
KF726143,9-Dec-13,16739,Pteropus alecto
JQ409122,12-Dec-13,16353,Moschus berezovskii
NC_023100,19-Dec-13,16568,Homo heidelbergensis
NC_023122,19-Dec-13,16739,Pteropus alecto
NC_023089,19-Dec-13,16502,Petaurista hainana
KF312238,31-Dec-13,16620,Ovis orientalis ophion
KF297576,1-Jan-14,16996,Panthera tigris altaica
NC_023263,2-Jan-14,16351,Meriones unguiculatus
NC_023244,2-Jan-14,16575,Uropsilus soricipes
NC_023211,2-Jan-14,16472,Saimiri oerstedii citrinellus
NC_023210,2-Jan-14,16552,Mustela kathiah
KF750629,7-Jan-14,16895,Cynopterus sphinx
KC152486,10-Jan-14,16298,Rattus niobe
KF752590,11-Jan-14,16564,Pteronotus parnellii
KF752550,11-Jan-14,16711,Sus scrofa
KF776494,18-Jan-14,17054,Panthera leo leo
KC503902,20-Jan-14,17460,Nectogale elegans
NC_023351,23-Jan-14,17460,Nectogale elegans
NC_023368,23-Jan-14,16564,Pteronotus parnellii
NC_023347,23-Jan-14,16298,Rattus niobe
KF857179,28-Jan-14,16729,Canis lupus
KF830702,28-Jan-14,16561,Macaca mulatta lasiotus
KF856568,28-Jan-14,16444,Capricornis milneedwardsii
KF826488,28-Jan-14,16683,Vulpes zerda
KF826487,28-Jan-14,16431,Ovibos moschatus
KC505411,31-Jan-14,16733,Sus scrofa
KC505410,31-Jan-14,16740,Sus scrofa
KC505409,31-Jan-14,16841,Sus scrofa
KC505408,31-Jan-14,16700,Sus scrofa
KC505407,31-Jan-14,16760,Sus scrofa
KC505406,31-Jan-14,16730,Sus scrofa
KC493612,31-Jan-14,16730,Sus scrofa
KC493611,31-Jan-14,16758,Sus scrofa
KC493610,31-Jan-14,16742,Sus scrofa
KC493609,31-Jan-14,16730,Sus scrofa
KC493608,31-Jan-14,16709,Sus scrofa
KC493607,31-Jan-14,16730,Sus scrofa
KF888634,2-Feb-14,16711,Sus scrofa
KF892541,4-Feb-14,16973,Panthera tigris tigris
KF907307,5-Feb-14,16727,Canis lupus familiaris
KF907309,5-Feb-14,16730,Canis lupus familiaris
KF907306,5-Feb-14,17025,Panthera leo leo
KF926379,12-Feb-14,16479,Sus verrucosus
KF926378,12-Feb-14,16727,Canis lupus familiaris
KF926377,12-Feb-14,16339,Bos taurus
NC_023457,13-Feb-14,16444,Capricornis milneedwardsii
NC_023459,13-Feb-14,16683,Vulpes zerda
KF952601,23-Feb-14,16641,Capra hircus
KF952600,23-Feb-14,16473,Sus cebifrons
KF955546,25-Feb-14,16419,Damaliscus lunatus
KF955545,25-Feb-14,16359,Beatragus hunteri
KF767443,26-Feb-14,16741,Sus scrofa
KF767444,26-Feb-14,16731,Sus scrofa
KF575124,27-Feb-14,16563,Ratufa bicolor
JN191235,27-Feb-14,16561,Pan troglodytes verus
JN191234,27-Feb-14,16559,Pan troglodytes verus
JN191233,27-Feb-14,16556,Pan troglodytes verus
JN191232,27-Feb-14,16558,Pan troglodytes verus
JN191231,27-Feb-14,16559,Pan troglodytes verus
JN191230,27-Feb-14,16559,Pan troglodytes verus
JN191229,27-Feb-14,16560,Pan troglodytes verus
JN191228,27-Feb-14,16559,Pan troglodytes verus
JN191227,27-Feb-14,16559,Pan troglodytes verus
JN191226,27-Feb-14,16558,Pan troglodytes verus
JN191225,27-Feb-14,16558,Pan troglodytes verus
JN191224,27-Feb-14,16560,Pan troglodytes troglodytes
JN191223,27-Feb-14,16563,Pan troglodytes troglodytes
JN191222,27-Feb-14,16559,Pan troglodytes troglodytes
JN191221,27-Feb-14,16558,Pan troglodytes troglodytes
JN191220,27-Feb-14,16558,Pan troglodytes troglodytes
JN191219,27-Feb-14,16563,Pan troglodytes troglodytes
JN191218,27-Feb-14,16563,Pan troglodytes troglodytes
JN191217,27-Feb-14,16562,Pan troglodytes troglodytes
JN191216,27-Feb-14,16560,Pan troglodytes troglodytes
JN191215,27-Feb-14,16567,Pan troglodytes troglodytes
JN191214,27-Feb-14,16558,Pan troglodytes troglodytes
JN191213,27-Feb-14,16558,Pan troglodytes troglodytes
JN191212,27-Feb-14,16565,Pan troglodytes troglodytes
JN191211,27-Feb-14,16562,Pan troglodytes troglodytes
JN191210,27-Feb-14,16567,Pan troglodytes troglodytes
JN191209,27-Feb-14,16563,Pan troglodytes troglodytes
JN191208,27-Feb-14,16562,Pan troglodytes troglodytes
JN191207,27-Feb-14,16564,Pan troglodytes troglodytes
JN191206,27-Feb-14,16562,Pan troglodytes troglodytes
JN191205,27-Feb-14,16563,Pan troglodytes troglodytes
JN191204,27-Feb-14,16558,Pan troglodytes troglodytes
JN191203,27-Feb-14,16562,Pan troglodytes troglodytes
JN191202,27-Feb-14,16562,Pan troglodytes troglodytes
JN191201,27-Feb-14,16565,Pan troglodytes troglodytes
JN191200,27-Feb-14,16562,Pan troglodytes troglodytes
JN191199,27-Feb-14,16560,Pan troglodytes troglodytes
JN191198,27-Feb-14,16570,Pan paniscus
JN191197,27-Feb-14,16569,Pan paniscus
JN191196,27-Feb-14,16570,Pan paniscus
JN191195,27-Feb-14,16572,Pan paniscus
JN191194,27-Feb-14,16569,Pan paniscus
JN191193,27-Feb-14,16571,Pan paniscus
JN191192,27-Feb-14,16570,Pan paniscus
JN191191,27-Feb-14,16572,Pan paniscus
JN191190,27-Feb-14,16571,Pan paniscus
JN191189,27-Feb-14,16570,Pan paniscus
JN191188,27-Feb-14,16568,Pan paniscus
JN191187,27-Feb-14,16553,Pan troglodytes schweinfurthii
JN191186,27-Feb-14,16555,Pan troglodytes schweinfurthii
JN191185,27-Feb-14,16555,Pan troglodytes schweinfurthii
JN191184,27-Feb-14,16557,Pan troglodytes schweinfurthii
JN191183,27-Feb-14,16555,Pan troglodytes schweinfurthii
NC_023536,28-Feb-14,16479,Sus verrucosus
NC_023541,28-Feb-14,16473,Sus cebifrons
NC_023543,28-Feb-14,16419,Damaliscus lunatus
NC_023542,28-Feb-14,16359,Beatragus hunteri
KF977846,1-Mar-14,16617,Ovis aries
KF971862,1-Mar-14,16728,Sus scrofa domesticus
KF977847,1-Mar-14,16617,Ovis aries
KF977845,1-Mar-14,16617,Ovis aries
KF990122,2-Mar-14,16542,Macaca assamensis
NC_023795,13-Mar-14,16542,Macaca assamensis
NC_023780,13-Mar-14,16563,Ratufa bicolor
KJ025072,15-Mar-14,16419,Cervus canadensis songaricus
KF981442,16-Mar-14,16347,Mesoplodon grayi
KJ417810,24-Mar-14,16717,Tapirus indicus
KJ417809,24-Mar-14,16717,Tapirus indicus
KJ417808,24-Mar-14,16717,Tapirus indicus
KJ158463,25-Mar-14,15885,Mirza coquereli
KJ158462,25-Mar-14,16447,Daubentonia madagascariensis
NC_023830,26-Mar-14,16347,Mesoplodon grayi
NC_023838,26-Mar-14,16717,Tapirus indicus
KJ140137,29-Mar-14,16721,Vulpes corsac
KJ152220,30-Mar-14,16281,Niviventer confucianus
KJ434963,31-Mar-14,16540,Mandrillus sphinx
KJ434962,31-Mar-14,16517,Allenopithecus nigroviridis
KJ434961,31-Mar-14,17116,Otolemur crassicaudatus
KJ434960,31-Mar-14,16283,Lophocebus aterrimus
KJ434959,31-Mar-14,16542,Cercocebus torquatus
KJ434958,31-Mar-14,16505,Cercopithecus diana
KJ434957,31-Mar-14,16518,Allochrocebus lhoesti
KJ434956,31-Mar-14,16512,Cercopithecus mitis
JQ743657,31-Mar-14,16507,Petaurista alborufus
NC_023889,4-Apr-14,16386,Orcinus orca
KJ174503,5-Apr-14,16557,Trachypithecus cristatus
KJ174502,5-Apr-14,16554,Trachypithecus francoisi
KJ131179,5-Apr-14,17014,Blarinella quadraticauda
KJ463418,6-Apr-14,16323,Bos grunniens
NC_023971,9-Apr-14,16557,Trachypithecus cristatus
NC_023960,9-Apr-14,16281,Niviventer confucianus
NC_023970,9-Apr-14,16554,Trachypithecus francoisi
NC_023965,9-Apr-14,16517,Allenopithecus nigroviridis
NC_023964,9-Apr-14,16542,Cercocebus torquatus
NC_023963,9-Apr-14,16505,Cercopithecus diana
NC_023962,9-Apr-14,16518,Allochrocebus lhoesti
NC_023961,9-Apr-14,16512,Cercopithecus mitis
NC_023958,9-Apr-14,16721,Vulpes corsac
NC_023950,9-Apr-14,17014,Blarinella quadraticauda
NC_023922,10-Apr-14,16507,Petaurista alborufus
KJ557424,16-Apr-14,16030,Loxodonta cyclotis
KJ557423,16-Apr-14,16030,Loxodonta cyclotis
KJ397614,22-Apr-14,16938,Lepus californicus
KJ397613,22-Apr-14,17042,Lepus americanus
KJ397612,22-Apr-14,16896,Lepus capensis
KJ397611,22-Apr-14,17765,Lepus granatensis
KJ397610,22-Apr-14,16916,Lepus granatensis
KJ397609,22-Apr-14,17732,Lepus townsendii
