accession,submission_date,sequence_length,organism
NC_045210,25-NOV-2019,16413,Hynobius unisacculus
MN122819,25-NOV-2019,16565,Triturus cristatus
MN419307,19-NOV-2019,16413,Hynobius unisacculus
NC_045110,29-OCT-2019,16723,Microhyla fissipes
NC_044901,26-SEP-2019,17785,Amolops granulosus
NC_044888,26-SEP-2019,17189,Xenopus fischbergi
NC_044887,26-SEP-2019,17478,Xenopus muelleri
NC_044886,26-SEP-2019,16794,Xenopus clivii
NC_044885,26-SEP-2019,17196,Xenopus longipes
NC_044884,26-SEP-2019,17397,Xenopus eysoole
NC_044883,26-SEP-2019,17811,Xenopus kobeli
NC_044882,26-SEP-2019,16645,Xenopus ruwenzoriensis
NC_044881,26-SEP-2019,16779,Xenopus vestitus
NC_044880,26-SEP-2019,17152,Xenopus lenduensis
NC_044879,26-SEP-2019,16853,Xenopus itombwensis
NC_044878,26-SEP-2019,17443,Xenopus andrei
NC_044877,26-SEP-2019,16807,Xenopus boumbaensis
NC_044876,26-SEP-2019,16976,Xenopus amieti
NC_044875,26-SEP-2019,17715,Xenopus wittei
NC_044874,26-SEP-2019,17498,Xenopus allofraseri
NC_044873,26-SEP-2019,17189,Xenopus pygmaeus
NC_044872,26-SEP-2019,16708,Xenopus parafraseri
NC_044871,26-SEP-2019,16923,Xenopus gilli
NC_044870,26-SEP-2019,17581,Xenopus poweri
NC_044869,26-SEP-2019,17729,Xenopus petersii
NC_044868,26-SEP-2019,17186,Xenopus largeni
NC_044867,26-SEP-2019,17808,Xenopus epitropicalis
NC_044866,26-SEP-2019,17700,Xenopus mellotropicalis
NC_044865,26-SEP-2019,17523,Xenopus calcaratus
MN046210,05-OCT-2019,16723,Microhyla fissipes
MH922934,25-SEP-2019,17785,Amolops granulosus
MN259098,22-SEP-2019,17198,Xenopus fraseri
MN259097,22-SEP-2019,17198,Xenopus fraseri
MN259096,22-SEP-2019,17189,Xenopus fischbergi
MN259095,22-SEP-2019,17478,Xenopus muelleri
MN259094,22-SEP-2019,17483,Xenopus borealis
MN259093,22-SEP-2019,16794,Xenopus clivii
MN259092,22-SEP-2019,16610,Xenopus boumbaensis
MN259091,22-SEP-2019,17196,Xenopus longipes
MN259090,22-SEP-2019,17397,Xenopus eysoole
MN259089,22-SEP-2019,17811,Xenopus kobeli
MN259088,22-SEP-2019,16645,Xenopus ruwenzoriensis
MN259087,22-SEP-2019,16779,Xenopus vestitus
MN259086,22-SEP-2019,17152,Xenopus lenduensis
MN259085,22-SEP-2019,16853,Xenopus itombwensis
MN259084,22-SEP-2019,17443,Xenopus andrei
MN259083,22-SEP-2019,16807,Xenopus boumbaensis
MN259082,22-SEP-2019,16976,Xenopus amieti
MN259081,22-SEP-2019,17715,Xenopus wittei
MN259080,22-SEP-2019,17498,Xenopus allofraseri
MN259079,22-SEP-2019,17189,Xenopus pygmaeus
MN259078,22-SEP-2019,16708,Xenopus parafraseri
MN259077,22-SEP-2019,16923,Xenopus gilli
MN259076,22-SEP-2019,17581,Xenopus poweri
MN259075,22-SEP-2019,17729,Xenopus victorianus
MN259074,22-SEP-2019,17729,Xenopus petersii
MN259073,22-SEP-2019,17740,Xenopus laevis
MN259072,22-SEP-2019,17833,Xenopus laevis
MN259071,22-SEP-2019,17186,Xenopus largeni
MN259070,22-SEP-2019,17808,Xenopus epitropicalis
MN259069,22-SEP-2019,17700,Xenopus mellotropicalis
MN259068,22-SEP-2019,17523,Xenopus calcaratus
MN259067,22-SEP-2019,17609,Xenopus tropicalis
NC_042501,07-JUN-2019,17154,Bombina bombina
NC_043768,22-JUL-2019,16057,Odorrana livida
NC_043955,22-JUL-2019,19952,Polypedates megacephalus
MH936677,12-JUL-2019,19952,Polypedates megacephalus
MK737946,29-APR-2019,16336,Paradactylodon persicus
MK737945,29-APR-2019,16376,Paradactylodon persicus
KX233866,01-JUL-2019,16783,Odorrana schmackeri
KX233865,01-JUL-2019,16057,Odorrana livida
KU246050,01-SEP-2017,19934,Rana omeimontis
KU246049,01-SEP-2017,18863,Rana kukunoris
KU246048,01-SEP-2017,18591,Rana chaochiaoensis
KM282625,31-AUG-2017,17308,Amolops wuyiensis
MH367844,29-MAY-2019,16376,Notophthalmus meridionalis meridionalis
MH367843,29-MAY-2019,16377,Notophthalmus meridionalis meridionalis
MH367842,29-MAY-2019,16382,Notophthalmus meridionalis meridionalis
MH367841,29-MAY-2019,16376,Notophthalmus meridionalis meridionalis
MH367840,29-MAY-2019,16376,Notophthalmus meridionalis meridionalis
MH367838,29-MAY-2019,16376,Notophthalmus meridionalis kallerti
MK177477,20-FEB-2019,16459,Andrias davidianus
MK177476,20-FEB-2019,16449,Andrias davidianus
MK177475,20-FEB-2019,16460,Andrias davidianus
MK177474,20-FEB-2019,16465,Andrias davidianus
MK177473,20-FEB-2019,16415,Andrias davidianus
MK177472,20-FEB-2019,16446,Andrias davidianus
MK177471,20-FEB-2019,16348,Andrias davidianus
MK177470,20-FEB-2019,16316,Andrias davidianus
MK177469,20-FEB-2019,16344,Andrias davidianus
MK177468,20-FEB-2019,16464,Andrias davidianus
MK177467,20-FEB-2019,16459,Andrias davidianus
MK177466,20-FEB-2019,16449,Andrias davidianus
MK177465,20-FEB-2019,16447,Andrias davidianus
MK177464,20-FEB-2019,16422,Andrias davidianus
MK177463,20-FEB-2019,16461,Andrias davidianus
MK177462,20-FEB-2019,16451,Andrias davidianus
MK177461,20-FEB-2019,16463,Andrias davidianus
NC_007440,05-OCT-2005,18293,Limnonectes fujianensis
MH888024,14-DEC-2018,17144,Siren intermedia
MK069977,24-NOV-2018,16782,Anomaloglossus sp. 'Acari'
MK069976,24-NOV-2018,17518,Anomaloglossus sp. 'Brownsberg'
KU871392,31-MAR-2017,17142,Siren intermedia texana
MH070028,16-JUL-2018,16711,Eupsophus emiliopugini
MH070027,16-JUL-2018,16156,Eupsophus vertebralis
NC_037857,05-JUL-2018,16284,Anomaloglossus blanci
NC_037856,05-JUL-2018,17090,Anomaloglossus degranvillei
NC_037855,05-JUL-2018,17256,Anomaloglossus dewynteri
NC_037854,05-JUL-2018,17148,Anomaloglossus surinamensis
MG264895,07-MAY-2018,16284,Anomaloglossus blanci
MG264894,07-MAY-2018,16287,Anomaloglossus surinamensis
MG264893,07-MAY-2018,17217,Anomaloglossus surinamensis
MG264891,07-MAY-2018,17256,Anomaloglossus dewynteri
MG264890,07-MAY-2018,17148,Anomaloglossus surinamensis
NC_037382,24-APR-2018,17358,Oreolalax multipunctatus
MF966382,26-MAR-2018,17358,Oreolalax multipunctatus
NC_010232,09-JAN-2008,19519,Dryophytes japonicus
NC_036927,22-FEB-2018,16545,Siren lacertina
KU904489,06-FEB-2018,16739,Siren intermedia texana
KU904488,06-FEB-2018,16545,Siren lacertina
KU904487,06-FEB-2018,17144,Siren intermedia texana
KU904486,06-FEB-2018,17131,Siren intermedia texana
KU904485,06-FEB-2018,16537,Siren intermedia texana
KU904484,06-FEB-2018,16537,Siren intermedia texana
KU904483,06-FEB-2018,17142,Siren intermedia texana
KU904482,06-FEB-2018,17135,Siren intermedia texana
KF199150,31-DEC-2014,23685,Nanorana yunnanensis
MF069434,30-AUG-2017,16497,Dendrobates auratus
AY974191,01-OCT-2005,18293,Limnonectes fujianensis
MF043393,27-JUL-2017,16291,Salamandra salamandra
MF043392,27-JUL-2017,16333,Salamandra salamandra
MF043391,27-JUL-2017,16288,Salamandra lanzai
MF043390,27-JUL-2017,16209,Salamandra infraimmaculata
MF043389,27-JUL-2017,16222,Salamandra infraimmaculata
MF043388,27-JUL-2017,16354,Salamandra corsica
MF043387,27-JUL-2017,16213,Salamandra atra
MF043386,27-JUL-2017,16358,Salamandra algira
KT221614,14-NOV-2015,16266,Hylodes meridionalis
KT221613,14-NOV-2015,17290,Rhinella cf. acrolopha 'sensu Grant & Bolivar 2014'
KT221612,14-NOV-2015,16052,Hyloxalus yasuni
KT221611,14-NOV-2015,16438,Melanophryniscus simplex
KT221610,14-NOV-2015,17989,Pristimantis fenestratus
KX645666,09-NOV-2016,16795,Amolops chunganensis
KX645665,09-NOV-2016,16672,Quasipaa boulengeri
EU789363,13-JUL-2008,18388,Bombina maxima
EU115993,01-AUG-2008,17154,Bombina bombina
DQ512876,28-APR-2007,16730,Microhyla ornata
DQ333822,10-MAY-2006,16374,Paradactylodon persicus
DQ333821,10-MAY-2006,16383,Paradactylodon mustersi
DQ333820,10-MAY-2006,16456,Onychodactylus fischeri
DQ333819,10-MAY-2006,16408,Hynobius chinensis
DQ333818,10-MAY-2006,16394,Batrachuperus yenyuanensis
DQ333817,10-MAY-2006,16379,Batrachuperus tibetanus
DQ333816,10-MAY-2006,16394,Hynobius formosanus
DQ333815,10-MAY-2006,16390,Batrachuperus pinchonii
DQ333814,10-MAY-2006,16338,Salamandrella keyserlingii
DQ333813,10-MAY-2006,16380,Liua tsinpaensis
DQ333812,10-MAY-2006,16394,Pachyhynobius shangchengensis
DQ333811,10-MAY-2006,16428,Hynobius leechii
DQ333810,10-MAY-2006,16376,Liua shihi
DQ333809,10-MAY-2006,16379,Batrachuperus londongensis
DQ333808,10-MAY-2006,16401,Hynobius amjiensis
AY954505,22-SEP-2009,16293,Geotrypetes seraphini
AY954504,22-SEP-2009,16587,Boulengerula taitana
AY971143,22-MAR-2007,18551,Bombina variegata
AY659995,16-FEB-2005,16374,Ambystoma californiense
AY659994,16-FEB-2005,16370,Ambystoma dumerilii
AY659993,16-FEB-2005,16370,Ambystoma andersoni
AY659992,16-FEB-2005,16375,Ambystoma tigrinum
AY659991,16-FEB-2005,16370,Ambystoma mexicanum
AY458597,31-OCT-2004,16285,Paramesotriton hongkongensis
AY458596,31-OCT-2004,16707,Microhyla heymonsi
AY458595,31-OCT-2004,16818,Kaloula pulchra
AY458594,31-OCT-2004,15983,Ichthyophis bannanicus
AY458593,31-OCT-2004,18180,Hyla chinensis
AY458592,31-OCT-2004,17374,Duttaphrynus melanostictus
AY456254,09-SEP-2004,16432,Uraeotyphlus cf. oxyurus MW-212
AY456252,09-SEP-2004,16422,Rhinatrema bivittatum
AY456251,09-SEP-2004,15986,Ichthyophis glutinosus
HQ697280,23-JUN-2011,16442,Triturus pygmaeus
HQ697279,23-JUN-2011,16546,Triturus marmoratus
HQ697278,23-JUN-2011,16569,Triturus macedonicus
HQ697277,23-JUN-2011,16649,Triturus karelinii
HQ697276,23-JUN-2011,16587,Triturus karelinii
HQ697275,23-JUN-2011,16541,Triturus karelinii
HQ697274,23-JUN-2011,16425,Triturus dobrogicus
HQ697273,23-JUN-2011,16564,Triturus cristatus
HQ697272,23-JUN-2011,16560,Triturus carnifex
HM991335,26-MAY-2011,17717,Xenopus laevis
HM991334,26-MAY-2011,17299,Rhinophrynus dorsalis
HM991333,26-MAY-2011,18029,Pseudhymenochirus merlini
HM991332,26-MAY-2011,19534,Pipa carvalhoi
HM991331,26-MAY-2011,18007,Hymenochirus boettgeri
HM036357,08-SEP-2011,16238,Hynobius tokyoensis
HM036355,08-SEP-2011,16421,Hynobius maoershanensis
HM036351,08-SEP-2011,16336,Hynobius retardatus
HM036356,08-SEP-2011,16447,Hynobius nebulosus
HM036354,08-SEP-2011,16494,Hynobius yiwuensis
HM036353,08-SEP-2011,16404,Hynobius chinensis
HM036352,08-SEP-2011,16407,Hynobius quelpaertensis
GU384690,25-JAN-2010,16408,Hynobius guabangshanensis
GU078472,18-SEP-2010,16367,Ambystoma unisexual lineage LJJJ
GU078471,18-SEP-2010,16367,Ambystoma texanum
GU078470,18-SEP-2010,16364,Ambystoma barbouri
GU078469,18-SEP-2010,16365,Ambystoma barbouri
GQ368662,08-SEP-2009,16309,Cryptobranchus alleganiensis
GQ368659,08-SEP-2009,16584,Proteus anguinus
GQ368658,08-SEP-2009,16284,Necturus beyeri
GQ368657,08-SEP-2009,17264,Dicamptodon aterrimus
GQ368661,08-SEP-2009,16050,Siren intermedia
GQ368660,08-SEP-2009,16009,Pseudobranchus axanthus
GQ368656,08-SEP-2009,16973,Amphiuma means
EF462213,10-MAR-2007,16401,Hynobius arisanensis
DQ835616,28-APR-2007,17962,Odorrana tormota
NC_020044,31-DEC-2012,17174,Kaloula borealis
NC_019586,03-DEC-2012,16073,Herpele squalostoma
JQ692869,31-DEC-2012,17174,Kaloula borealis
NC_021001,12-FEB-2016,16394,Pseudohynobius shuichengensis
NC_014581,15-OCT-2010,20462,Hoplobatrachus tigerinus
KR861720,31-MAR-2016,16067,Strauchbufo raddei
NC_029250,12-FEB-2016,18926,Amolops loloensis
NC_029201,12-FEB-2016,17932,Pelophylax cf. bedriagae GM178
NC_029200,12-FEB-2016,17968,Pelophylax bedriagae
NC_029199,12-FEB-2016,17990,Pelophylax cf. terentievi MPFC1736
NC_029198,12-FEB-2016,17987,Pelophylax cf. terentievi GM87-239
NC_029197,12-FEB-2016,17975,Pelophylax cf. bedriagae MPFC1082
NC_029196,12-FEB-2016,17977,Pelophylax cf. bedriagae AFL1
KP732086,29-FEB-2016,18610,Odorrana schmackeri
KP260934,31-DEC-2015,17932,Pelophylax cf. bedriagae GM178
KP260933,31-DEC-2015,17939,Pelophylax sp. GM4-14
KP260932,31-DEC-2015,17968,Pelophylax bedriagae
KP260931,31-DEC-2015,17990,Pelophylax cf. terentievi MPFC1736
KP260930,31-DEC-2015,17987,Pelophylax cf. terentievi GM87-239
KP260929,31-DEC-2015,17975,Pelophylax cf. bedriagae MPFC1082
KP260928,31-DEC-2015,17977,Pelophylax cf. bedriagae AFL1
KT750963,27-DEC-2015,18926,Amolops loloensis
NC_027827,14-SEP-2015,18302,Odorrana schmackeri
KM590550,30-SEP-2015,15765,Rana coreana
KJ149452,31-AUG-2015,18302,Odorrana schmackeri
NC_027671,04-AUG-2015,17106,Cornufer vitianus
KM247364,31-JUL-2015,17106,Cornufer vitianus
KM247363,31-JUL-2015,16819,Cornufer vitiensis
KM247362,31-JUL-2015,17185,Papurana kreffti
KM247361,31-JUL-2015,17054,Cornufer vitianus
NC_027501,14-JUL-2015,16361,Ambystoma bishopi
KP289200,01-JUL-2015,16361,Ambystoma bishopi
KP728257,21-JUN-2015,17013,Megophrys omeimontis
NC_026698,17-MAR-2015,16393,Pseudohynobius jinfo
KP281272,01-MAR-2015,16393,Pseudohynobius jinfo
NC_026033,10-JAN-2015,16412,Hynobius nigrescens
NC_026032,10-JAN-2015,16448,Hynobius kimurae
JQ929923,01-JAN-2015,16437,Hynobius tsuensis
JQ929922,01-JAN-2015,16412,Hynobius nigrescens
JQ929921,01-JAN-2015,16360,Hynobius lichenatus
JQ929920,01-JAN-2015,16448,Hynobius kimurae
JQ929919,01-JAN-2015,15839,Hynobius hidamontanus
KF199146,31-DEC-2014,21322,Nanorana taihangnica
NC_023529,28-FEB-2014,18808,Rana cf. chensinensis QYCRCCH_C
NC_023519,28-FEB-2014,16101,Uraeotyphlus gansi
NC_023518,28-FEB-2014,16038,Schistometopum gregorii
NC_023517,28-FEB-2014,16192,Praslinia cooperi
NC_023516,28-FEB-2014,17035,Potomotyphlus kaupii
NC_023515,28-FEB-2014,16007,Microcaecilia unicolor
NC_023514,28-FEB-2014,16085,Microcaecilia dermatophaga
NC_023513,28-FEB-2014,16271,Luetkenotyphlus brasiliensis
NC_023512,28-FEB-2014,16167,Indotyphlus maharashtraensis
NC_023511,28-FEB-2014,16100,Ichthyophis bombayensis
NC_023510,28-FEB-2014,16094,Grandisonia sechellensis
NC_023509,28-FEB-2014,17215,Chthonerpeton indistinctum
NC_023508,28-FEB-2014,16209,Caecilia gracilis
NC_023507,28-FEB-2014,16297,Caecilia tentaculata
NC_023528,28-FEB-2014,18864,Rana dybowskii
KF540164,05-FEB-2014,16101,Uraeotyphlus gansi
KF540163,05-FEB-2014,16038,Schistometopum gregorii
KF540162,05-FEB-2014,16192,Praslinia cooperi
KF540161,05-FEB-2014,17035,Potomotyphlus kaupii
KF540160,05-FEB-2014,16007,Microcaecilia unicolor
KF540159,05-FEB-2014,16085,Microcaecilia dermatophaga
KF540158,05-FEB-2014,16271,Luetkenotyphlus brasiliensis
KF540157,05-FEB-2014,16167,Indotyphlus maharashtraensis
KF540156,05-FEB-2014,16182,Idiocranium cf. russeli BMNH 2008.409
KF540155,05-FEB-2014,16100,Ichthyophis bombayensis
KF540154,05-FEB-2014,16170,Hypogeophis rostratus
KF540153,05-FEB-2014,16352,Gymnopis multiplicata
KF540152,05-FEB-2014,16094,Grandisonia sechellensis
KF540151,05-FEB-2014,16408,Epicrionops cf. marmoratus UMMZ 190478
KF540150,05-FEB-2014,16151,Dermophis mexicanus
KF540149,05-FEB-2014,17215,Chthonerpeton indistinctum
KF540148,05-FEB-2014,15989,Caudacaecilia cf. asplenia ZRC 1.12502
KF540147,05-FEB-2014,16209,Caecilia gracilis
KF540146,05-FEB-2014,16297,Caecilia tentaculata
NC_017871,09-MAY-2012,17100,Tylototriton verrucosus
NC_017870,09-MAY-2012,16268,Echinotriton andersoni
NC_023342,23-JAN-2014,16584,Proteus anguinus
NC_023341,23-JAN-2014,16284,Necturus beyeri
KF898356,05-FEB-2014,18808,Rana cf. chensinensis QYCRCCH_C
KF898355,05-FEB-2014,18864,Rana dybowskii
NC_021369,10-JUN-2013,16198,Chikila fulleri
HQ456771,16-MAY-2013,16198,Chikila fulleri
NC_021477,12-JUN-2013,18554,Bombina lichuanensis
NC_021476,12-JUN-2013,18256,Bombina microdeladigitora
JX564882,19-JUL-2013,16309,Pelodytes ibericus
JX564858,19-JUL-2013,16502,Ceratophrys ornata
JX564855,19-JUL-2013,16404,Callulina kreffti
NC_020000,31-DEC-2012,18905,Pelodytes cf. punctatus II-2011
JX893183,09-JUN-2013,18554,Bombina lichuanensis
JX893182,09-JUN-2013,18256,Bombina microdeladigitora
JX893181,09-JUN-2013,18659,Bombina maxima
JX893180,09-JUN-2013,18083,Bombina pachypus
JX893179,09-JUN-2013,17543,Bombina pachypus
JX893178,09-JUN-2013,17908,Bombina variegata scabra
JX893177,09-JUN-2013,17560,Bombina variegata variegata
JX893176,09-JUN-2013,17855,Bombina variegata scabra
JX893175,09-JUN-2013,18557,Bombina variegata variegata
JX893174,09-JUN-2013,18473,Bombina variegata variegata
JX893173,09-JUN-2013,17453,Bombina bombina
JX893172,09-JUN-2013,17362,Bombina bombina
NC_021106,23-APR-2013,16342,Salamandrella tridactyla
HQ456774,12-NOV-2012,16073,Herpele squalostoma
NC_020634,04-APR-2013,16398,Pseudohynobius puxiongensis
NC_020650,25-MAR-2013,16447,Hynobius nebulosus
NC_020649,25-MAR-2013,16494,Hynobius yiwuensis
NC_020635,25-MAR-2013,16389,Pseudohynobius flavomaculatus
JX508765,11-APR-2013,16342,Salamandrella tridactyla
JX508764,11-APR-2013,16338,Salamandrella keyserlingii
JX508763,11-APR-2013,16334,Salamandrella keyserlingii
JX508762,11-APR-2013,16340,Salamandrella keyserlingii
JX508761,11-APR-2013,16336,Salamandrella keyserlingii
JX508760,11-APR-2013,16337,Salamandrella keyserlingii
JX508759,11-APR-2013,16337,Salamandrella keyserlingii
JX508758,11-APR-2013,16337,Salamandrella keyserlingii
JX508757,11-APR-2013,16337,Salamandrella keyserlingii
JX508756,11-APR-2013,16334,Salamandrella keyserlingii
JX508755,11-APR-2013,16337,Salamandrella keyserlingii
JX508754,11-APR-2013,16336,Salamandrella keyserlingii
JX508753,11-APR-2013,16337,Salamandrella keyserlingii
JX508752,11-APR-2013,16337,Salamandrella keyserlingii
JX508751,11-APR-2013,16336,Salamandrella keyserlingii
JX508750,11-APR-2013,16336,Salamandrella keyserlingii
JX508749,11-APR-2013,16336,Salamandrella keyserlingii
JX508748,11-APR-2013,16336,Salamandrella keyserlingii
JX508747,11-APR-2013,16336,Salamandrella keyserlingii
JX508746,11-APR-2013,16336,Salamandrella keyserlingii
JX508745,11-APR-2013,16337,Salamandrella keyserlingii
JX508744,11-APR-2013,16337,Salamandrella keyserlingii
JX508743,11-APR-2013,16337,Salamandrella keyserlingii
JX508742,11-APR-2013,16337,Salamandrella keyserlingii
JX508741,11-APR-2013,16339,Salamandrella keyserlingii
JX508740,11-APR-2013,16338,Salamandrella keyserlingii
JX508739,11-APR-2013,16336,Salamandrella keyserlingii
NC_020155,17-JAN-2013,16293,Geotrypetes seraphini
NC_020154,18-JAN-2013,16587,Boulengerula taitana
NC_020002,31-DEC-2012,19295,Telmatobius bolivianus
NC_020001,31-DEC-2012,16407,Sooglossus thomasseti
NC_019999,31-DEC-2012,19205,Lechriodus melanopyga
NC_019998,31-DEC-2012,17620,Heleophryne regis
NC_019997,31-DEC-2012,17994,Calyptocephallela gayi
NC_019596,03-DEC-2012,17103,Crotaphatrema lamottei
JF703234,08-DEC-2012,19295,Telmatobius bolivianus
JF703233,08-DEC-2012,16407,Sooglossus thomasseti
JF703231,08-DEC-2012,18905,Pelodytes cf. punctatus II-2011
JF703230,08-DEC-2012,19205,Lechriodus melanopyga
JF703229,08-DEC-2012,17620,Heleophryne regis
JF703228,08-DEC-2012,17994,Calyptocephallela gayi
JN089398,07-NOV-2012,17103,Crotaphatrema lamottei
AY899241,01-OCT-2011,16640,Limnonectes fragilis
NC_018775,12-OCT-2012,17716,Xenopus victorianus
NC_018776,12-OCT-2012,17474,Xenopus borealis
JX155859,25-SEP-2012,17474,Xenopus borealis
JX155858,25-SEP-2012,17716,Xenopus victorianus
NC_014584,15-OCT-2010,20280,Euphlyctis hexadactylus
NC_015796,14-JUL-2011,16442,Triturus pygmaeus
NC_015795,14-JUL-2011,16546,Triturus marmoratus
NC_015794,14-JUL-2011,16569,Triturus macedonicus
NC_015792,14-JUL-2011,16541,Triturus karelinii
NC_015791,14-JUL-2011,16425,Triturus dobrogicus
NC_015790,14-JUL-2011,16564,Triturus cristatus
NC_015788,14-JUL-2011,16560,Triturus carnifex
NC_015620,01-JUN-2011,17299,Rhinophrynus dorsalis
NC_015618,01-JUN-2011,18029,Pseudhymenochirus merlini
NC_015617,01-JUN-2011,19534,Pipa carvalhoi
NC_015615,01-JUN-2011,18007,Hymenochirus boettgeri
NC_015305,25-MAR-2011,21020,Odorrana ishikawae
NC_014572,15-OCT-2010,16367,Ambystoma unisexual lineage LJJJ
NC_014571,15-OCT-2010,16367,Ambystoma texanum
NC_014568,15-OCT-2010,16365,Ambystoma barbouri
NC_013762,27-JAN-2010,16408,Hynobius guabangshanensis
NC_006889,02-APR-2005,16370,Ambystoma dumerilii
NC_006888,02-APR-2005,16370,Ambystoma andersoni
NC_006887,02-APR-2005,16375,Ambystoma tigrinum
NC_006890,02-APR-2005,16374,Ambystoma californiense
NC_006405,09-NOV-2004,16818,Kaloula pulchra
NC_006403,09-NOV-2004,18180,Hyla chinensis
NC_006407,09-NOV-2004,16285,Paramesotriton hongkongensis
NC_006406,09-NOV-2004,16707,Microhyla heymonsi
NC_006404,09-NOV-2004,15983,Ichthyophis bannanicus
NC_006327,01-OCT-2004,20197,Aneides flavipunctatus
NC_006330,01-OCT-2004,16367,Ambystoma laterale
NC_006305,22-SEP-2004,16432,Uraeotyphlus cf. oxyurus MW-212
NC_006302,22-SEP-2004,15986,Ichthyophis glutinosus
NC_006303,22-SEP-2004,16422,Rhinatrema bivittatum
NC_005797,15-MAR-2004,16369,Ambystoma mexicanum
NC_012430,25-MAR-2009,16394,Batrachuperus yenyuanensis
NC_011049,14-JUL-2008,18388,Bombina maxima
NC_010233,09-JAN-2008,16717,Microhyla okinavensis
NC_010224,03-JAN-2008,16407,Hynobius quelpaertensis
NC_005794,12-MAR-2004,17374,Duttaphrynus melanostictus
NC_009886,05-OCT-2007,17757,Bufo japonicus
NC_009423,01-MAY-2007,17962,Odorrana tormota
NC_009422,01-MAY-2007,16730,Microhyla ornata
NC_009335,04-APR-2007,16401,Hynobius arisanensis
NC_009258,30-MAR-2007,18551,Bombina variegata
NC_008090,14-JUN-2006,16383,Paradactylodon mustersi
NC_008091,07-JUN-2006,16374,Paradactylodon persicus
NC_008088,07-JUN-2006,16408,Hynobius chinensis
NC_008089,07-JUN-2006,16456,Onychodactylus fischeri
NC_008085,07-JUN-2006,16379,Batrachuperus tibetanus
NC_008080,06-JUN-2006,16394,Pachyhynobius shangchengensis
NC_008082,06-JUN-2006,16338,Salamandrella keyserlingii
NC_008084,06-JUN-2006,16394,Hynobius formosanus
NC_008081,06-JUN-2006,16380,Liua tsinpaensis
NC_008076,06-JUN-2006,16401,Hynobius amjiensis
NC_008078,06-JUN-2006,16376,Liua shihi
NC_008083,06-JUN-2006,16390,Batrachuperus pinchonii
NC_008077,06-JUN-2006,16379,Batrachuperus londongensis
NC_008079,06-JUN-2006,16428,Hynobius leechii
JQ710885,26-MAR-2012,16495,Hynobius chinensis
FJ532060,28-DEC-2009,16394,Pseudohynobius shuichengensis
FJ532059,28-DEC-2009,16389,Pseudohynobius flavomaculatus
FJ532058,28-DEC-2009,16398,Pseudohynobius puxiongensis
AB212225,16-FEB-2006,22874,Mantella madagascariensis
MF673131,15-APR-2018,16729,Microhyla fissipes
KX757918,17-APR-2017,16381,Batrachuperus pinchonii
KY463520,08-MAR-2017,15505,Euphlyctis karaavali
KX774468,30-OCT-2016,17052,Indirana semipalmata
KP682314,15-JUL-2015,17073,Kaloula rugifera
AB303950,05-JAN-2008,16717,Microhyla okinavensis
AB303949,05-JAN-2008,19519,Dryophytes japonicus
AB303363,03-OCT-2007,17757,Bufo japonicus
AB208679,29-SEP-2005,16298,Andrias japonicus
MT782121,07-NOV-2020,19207,Pseudorana sangzhiensis
MF953479,18-APR-2018,17864,Oreolalax jingdongensis
MF770485,18-APR-2018,18676,Oreolalax rhodostigmatus
KY700829,01-APR-2018,18288,Dryophytes suweonensis
KY463521,21-OCT-2017,17654,Fejervarya manoharani
KU720300,22-OCT-2016,17211,Rana pyrenaica
KT119359,08-SEP-2015,16519,Andrias davidianus
AB511282,13-JUL-2010,21020,Odorrana ishikawae
AB325887,18-APR-2008,15832,Wakea madinika
AB325885,18-APR-2008,17792,Spinomantis microtis
