accession,submission_date,sequence_length,organism
KY039240,03-DEC-2016,16701,Glyphis glyphis
KY039239,03-DEC-2016,16701,Glyphis glyphis
KY039238,03-DEC-2016,16701,Glyphis glyphis
KY039237,03-DEC-2016,16701,Glyphis glyphis
KY039236,03-DEC-2016,16701,Glyphis glyphis
KY039235,03-DEC-2016,16701,Glyphis glyphis
KY039234,03-DEC-2016,16701,Glyphis glyphis
KY039233,03-DEC-2016,16701,Glyphis glyphis
KY039232,03-DEC-2016,16701,Glyphis glyphis
KY039231,03-DEC-2016,16701,Glyphis glyphis
KY039230,03-DEC-2016,16701,Glyphis glyphis
KY039229,03-DEC-2016,16701,Glyphis glyphis
KY039228,03-DEC-2016,16701,Glyphis glyphis
KY039227,03-DEC-2016,16701,Glyphis glyphis
KY039226,03-DEC-2016,16701,Glyphis glyphis
KY039225,03-DEC-2016,16701,Glyphis glyphis
KY039224,03-DEC-2016,16701,Glyphis glyphis
KY039223,03-DEC-2016,16701,Glyphis glyphis
KY039222,03-DEC-2016,16701,Glyphis glyphis
KY039221,03-DEC-2016,16701,Glyphis glyphis
KY039220,03-DEC-2016,16701,Glyphis glyphis
KY039219,03-DEC-2016,16701,Glyphis glyphis
KY039218,03-DEC-2016,16701,Glyphis glyphis
KY039217,03-DEC-2016,16701,Glyphis glyphis
KY039216,03-DEC-2016,16701,Glyphis glyphis
KY039215,03-DEC-2016,16701,Glyphis glyphis
KY039214,03-DEC-2016,16701,Glyphis glyphis
KY039213,03-DEC-2016,16701,Glyphis glyphis
KY039212,03-DEC-2016,16701,Glyphis glyphis
KY039211,03-DEC-2016,16701,Glyphis glyphis
KY039210,03-DEC-2016,16701,Glyphis glyphis
KY039209,03-DEC-2016,16701,Glyphis glyphis
KY039208,03-DEC-2016,16701,Glyphis glyphis
KY039207,03-DEC-2016,16701,Glyphis glyphis
KY039206,03-DEC-2016,16701,Glyphis glyphis
KY039205,03-DEC-2016,16701,Glyphis glyphis
KY039204,03-DEC-2016,16701,Glyphis glyphis
KY039203,03-DEC-2016,16701,Glyphis glyphis
KY039202,03-DEC-2016,16701,Glyphis glyphis
KY039201,03-DEC-2016,16701,Glyphis glyphis
KY039200,03-DEC-2016,16701,Glyphis glyphis
KY039199,03-DEC-2016,16701,Glyphis glyphis
KY039198,03-DEC-2016,16701,Glyphis glyphis
KY039197,03-DEC-2016,16701,Glyphis glyphis
KY039196,03-DEC-2016,16701,Glyphis glyphis
KY039195,03-DEC-2016,16701,Glyphis glyphis
KY039194,03-DEC-2016,16701,Glyphis glyphis
KY039193,03-DEC-2016,16701,Glyphis glyphis
KY039192,03-DEC-2016,16701,Glyphis glyphis
KY039191,03-DEC-2016,16701,Glyphis glyphis
KY039190,03-DEC-2016,16701,Glyphis glyphis
KY039189,03-DEC-2016,16701,Glyphis glyphis
KY039188,03-DEC-2016,16701,Glyphis glyphis
AY597334,31-JUL-2005,17514,Plesiobatis daviesi
AF106038,04-MAR-1999,16783,Amblyraja radiata
NC_030525,12-JUL-2016,16799,Notoraja tobitukai
NC_012570,20-APR-2009,16726,Chiloscyllium plagiosum
NC_030328,17-JUN-2016,16701,Sinobatis borneensis
KX150853,11-JUN-2016,16799,Notoraja tobitukai
KX014715,28-MAY-2016,16701,Sinobatis borneensis
NC_028344,05-NOV-2015,16690,Glyphis siamensis
NC_028343,05-NOV-2015,16707,Glyphis sp. Bangladesh
NC_028342,05-NOV-2015,16704,Glyphis fowlerae
NC_028341,05-NOV-2015,16708,Lamiopsis temminckii
NC_028340,05-NOV-2015,16705,Lamiopsis tephrodes
NC_028339,05-NOV-2015,16707,Glyphis sp. Borneo
NC_028338,05-NOV-2015,16706,Glyphis gangeticus
NC_028337,05-NOV-2015,16706,Glyphis sp. Pakistan
KT698063,25-OCT-2015,16708,Glyphis sp. Bangladesh
KT698062,25-OCT-2015,16704,Glyphis fowlerae
KT698061,25-OCT-2015,16701,Glyphis glyphis
KT698060,25-OCT-2015,16704,Glyphis fowlerae
KT698059,25-OCT-2015,16703,Glyphis garricki
KT698058,25-OCT-2015,16705,Glyphis gangeticus
KT698057,25-OCT-2015,16704,Glyphis fowlerae
KT698056,25-OCT-2015,16707,Glyphis sp. Borneo
KT698055,25-OCT-2015,16701,Glyphis glyphis
KT698054,25-OCT-2015,16705,Glyphis gangeticus
KT698053,25-OCT-2015,16702,Glyphis garricki
KT698052,25-OCT-2015,16690,Glyphis siamensis
KT698051,25-OCT-2015,16701,Glyphis glyphis
KT698050,25-OCT-2015,16707,Glyphis sp. Bangladesh
KT698049,25-OCT-2015,16704,Glyphis fowlerae
KT698048,25-OCT-2015,16708,Lamiopsis temminckii
KT698047,25-OCT-2015,16705,Lamiopsis tephrodes
KT698046,25-OCT-2015,16705,Glyphis gangeticus
KT698045,25-OCT-2015,16708,Glyphis sp. Pakistan
KT698044,25-OCT-2015,16703,Glyphis garricki
KT698043,25-OCT-2015,16702,Glyphis glyphis
KT698042,25-OCT-2015,16703,Glyphis garricki
KT698041,25-OCT-2015,16707,Glyphis sp. Borneo
KT698040,25-OCT-2015,16706,Glyphis gangeticus
KT698039,25-OCT-2015,16706,Glyphis sp. Pakistan
NC_027649,28-JUL-2015,17693,Himantura dalyensis
NC_027497,14-JUL-2015,17688,Pateobatis hortlei
KM244769,24-JUL-2015,17693,Himantura dalyensis
KM096989,01-JUL-2015,16670,Cetorhinus maximus
KM096988,01-JUL-2015,16669,Cetorhinus maximus
KM096987,01-JUL-2015,16670,Cetorhinus maximus
KM096986,01-JUL-2015,16670,Cetorhinus maximus
KM096985,01-JUL-2015,16670,Cetorhinus maximus
KM096984,01-JUL-2015,16670,Cetorhinus maximus
KM096983,01-JUL-2015,16670,Cetorhinus maximus
KM096982,01-JUL-2015,16667,Cetorhinus maximus
KM096981,01-JUL-2015,16669,Cetorhinus maximus
KM096980,01-JUL-2015,16667,Cetorhinus maximus
KM096979,01-JUL-2015,16670,Cetorhinus maximus
KM096978,01-JUL-2015,16664,Cetorhinus maximus
KM096977,01-JUL-2015,16667,Cetorhinus maximus
KM096976,01-JUL-2015,16670,Cetorhinus maximus
KM096975,01-JUL-2015,16670,Cetorhinus maximus
KM096974,01-JUL-2015,16670,Cetorhinus maximus
KM096973,01-JUL-2015,16670,Cetorhinus maximus
KM096972,01-JUL-2015,16667,Cetorhinus maximus
KM096971,01-JUL-2015,16670,Cetorhinus maximus
KM096970,01-JUL-2015,16670,Cetorhinus maximus
KM096969,01-JUL-2015,16669,Cetorhinus maximus
KP727646,28-JUN-2015,17688,Pateobatis hortlei
NC_026774,04-APR-2015,17301,Hemitriakis japanica
KJ617039,24-MAR-2015,17301,Hemitriakis japanica
NC_026287,31-JAN-2015,16700,Triaenodon obesus
NC_026285,31-JAN-2015,17636,Himantura microphthalma
KF840390,27-JAN-2015,17636,Himantura microphthalma
KJ748376,23-JAN-2015,16700,Triaenodon obesus
NC_026210,21-JAN-2015,17652,Taeniura lymma
KM881715,14-JAN-2015,17652,Taeniura lymma
KM100704,14-JAN-2015,16701,Glyphis glyphis
KM100703,14-JAN-2015,16701,Glyphis glyphis
KM100702,14-JAN-2015,16701,Glyphis glyphis
KM100701,14-JAN-2015,16701,Glyphis glyphis
KM100700,14-JAN-2015,16701,Glyphis glyphis
KM100699,14-JAN-2015,16701,Glyphis glyphis
KM100698,14-JAN-2015,16701,Glyphis glyphis
KM100697,14-JAN-2015,16701,Glyphis glyphis
KM100696,14-JAN-2015,16701,Glyphis glyphis
KM100695,14-JAN-2015,16701,Glyphis glyphis
KM100694,14-JAN-2015,16701,Glyphis glyphis
KM100693,14-JAN-2015,16701,Glyphis glyphis
KM100692,14-JAN-2015,16701,Glyphis glyphis
KM100691,14-JAN-2015,16701,Glyphis glyphis
KM100690,14-JAN-2015,16701,Glyphis glyphis
KM100689,14-JAN-2015,16701,Glyphis glyphis
KM100688,14-JAN-2015,16701,Glyphis glyphis
KM100687,14-JAN-2015,16701,Glyphis glyphis
KM100686,14-JAN-2015,16701,Glyphis glyphis
KM100685,14-JAN-2015,16701,Glyphis glyphis
KM100684,14-JAN-2015,16701,Glyphis glyphis
KM100683,14-JAN-2015,16701,Glyphis glyphis
KM100682,14-JAN-2015,16701,Glyphis glyphis
KM100681,14-JAN-2015,16701,Glyphis glyphis
KM100680,14-JAN-2015,16701,Glyphis glyphis
KM100679,14-JAN-2015,16701,Glyphis glyphis
KM100678,14-JAN-2015,16701,Glyphis glyphis
KM100677,14-JAN-2015,16701,Glyphis glyphis
KM100676,14-JAN-2015,16701,Glyphis glyphis
KM100675,14-JAN-2015,16701,Glyphis glyphis
KM100674,14-JAN-2015,16701,Glyphis glyphis
KM100673,14-JAN-2015,16701,Glyphis glyphis
KM100672,14-JAN-2015,16701,Glyphis glyphis
KM100671,14-JAN-2015,16701,Glyphis glyphis
KM100670,14-JAN-2015,16701,Glyphis glyphis
KM100669,14-JAN-2015,16701,Glyphis glyphis
KM100668,14-JAN-2015,16701,Glyphis glyphis
KM100667,14-JAN-2015,16701,Glyphis glyphis
KM100666,14-JAN-2015,16701,Glyphis glyphis
KM100665,14-JAN-2015,16701,Glyphis glyphis
KM100664,14-JAN-2015,16701,Glyphis glyphis
KM100663,14-JAN-2015,16701,Glyphis glyphis
KM100662,14-JAN-2015,16701,Glyphis glyphis
KM100661,14-JAN-2015,16701,Glyphis glyphis
KM100660,14-JAN-2015,16701,Glyphis glyphis
KM100659,14-JAN-2015,16701,Glyphis glyphis
KM100658,14-JAN-2015,16701,Glyphis glyphis
KM100657,14-JAN-2015,16701,Glyphis glyphis
KM100656,14-JAN-2015,16701,Glyphis glyphis
KM100655,14-JAN-2015,16701,Glyphis glyphis
KM100654,14-JAN-2015,16701,Glyphis glyphis
KM100653,14-JAN-2015,16701,Glyphis glyphis
KM100652,14-JAN-2015,16701,Glyphis glyphis
KM100651,14-JAN-2015,16701,Glyphis glyphis
KM100650,14-JAN-2015,16701,Glyphis glyphis
KM100649,14-JAN-2015,16701,Glyphis glyphis
KM100648,14-JAN-2015,16701,Glyphis glyphis
KM100647,14-JAN-2015,16701,Glyphis glyphis
KM100646,14-JAN-2015,16701,Glyphis glyphis
KM100645,14-JAN-2015,16701,Glyphis glyphis
KM100644,14-JAN-2015,16701,Glyphis glyphis
KM100643,14-JAN-2015,16701,Glyphis glyphis
KM100642,14-JAN-2015,16701,Glyphis glyphis
KM100641,14-JAN-2015,16701,Glyphis glyphis
KM100640,14-JAN-2015,16701,Glyphis glyphis
KM100639,14-JAN-2015,16701,Glyphis glyphis
KM100638,14-JAN-2015,16701,Glyphis glyphis
KM100637,14-JAN-2015,16701,Glyphis glyphis
KM100636,14-JAN-2015,16701,Glyphis glyphis
KM100635,14-JAN-2015,16701,Glyphis glyphis
KM100634,14-JAN-2015,16701,Glyphis glyphis
KM100633,14-JAN-2015,16701,Glyphis glyphis
KM100632,14-JAN-2015,16701,Glyphis glyphis
KM100631,14-JAN-2015,16701,Glyphis glyphis
KM100630,14-JAN-2015,16701,Glyphis glyphis
KM100629,14-JAN-2015,16701,Glyphis glyphis
KM100628,14-JAN-2015,16701,Glyphis glyphis
KM100627,14-JAN-2015,16701,Glyphis glyphis
KM100626,14-JAN-2015,16701,Glyphis glyphis
KM100625,14-JAN-2015,16701,Glyphis glyphis
KM100624,14-JAN-2015,16701,Glyphis glyphis
KM100623,14-JAN-2015,16701,Glyphis glyphis
KM100622,14-JAN-2015,16701,Glyphis glyphis
KM100621,14-JAN-2015,16701,Glyphis glyphis
KM100620,14-JAN-2015,16701,Glyphis glyphis
KM100619,14-JAN-2015,16701,Glyphis glyphis
KM100618,14-JAN-2015,16701,Glyphis glyphis
KM100617,14-JAN-2015,16701,Glyphis glyphis
KM100616,14-JAN-2015,16701,Glyphis glyphis
KM100615,14-JAN-2015,16701,Glyphis glyphis
KM100614,14-JAN-2015,16701,Glyphis glyphis
KM100613,14-JAN-2015,16701,Glyphis glyphis
NC_025954,16-DEC-2014,15716,Mobula eregoodootenkee
NC_025328,24-OCT-2014,16690,Squatina formosa
KM435072,10-DEC-2014,15523,Mobula japanica
KM361353,10-DEC-2014,15716,Mobula eregoodootenkee
KF894491,30-NOV-2014,17405,Hexanchus griseus
KM084865,08-OCT-2014,16690,Squatina formosa
NC_024110,14-MAY-2014,18430,Pristiophorus japonicus
NC_002012,24-AUG-1999,16738,Squalus acanthias
NC_023951,09-APR-2014,16780,Rhinobatos schlegelii
NC_023948,09-APR-2014,16705,Carcharhinus amblyrhynchoides
KJ140136,06-APR-2014,16780,Rhinobatos schlegelii
KF956523,06-APR-2014,16705,Carcharhinus amblyrhynchoides
NC_023361,23-JAN-2014,16702,Glyphis garricki
NC_023116,19-DEC-2013,17448,Potamotrygon motoro
KF709642,02-DEC-2013,17448,Potamotrygon motoro
KF646786,13-JAN-2014,16702,Glyphis garricki
NC_022837,19-NOV-2013,20201,Aetobatus flagellum
NC_022821,19-NOV-2013,16804,Pristis clavata
NC_022193,27-AUG-2013,16703,Galeocerdo cuvier
NC_022148,27-AUG-2013,16706,Orectolobus japonicus
KF381507,13-NOV-2013,16804,Pristis clavata
KF482070,03-NOV-2013,20201,Aetobatus flagellum
KF111728,26-AUG-2013,16703,Galeocerdo cuvier
NC_021767,18-JUL-2013,18039,Neotrygon kuhlii
KC992792,17-JUL-2013,18039,Neotrygon kuhlii
NC_019643,03-DEC-2012,18264,Telatrygon zugei
JX524174,30-OCT-2012,18264,Telatrygon zugei
NC_017882,09-MAY-2012,16755,Chiloscyllium griseum
NC_007230,02-AUG-2005,17514,Plesiobatis daviesi
NC_000893,25-AUG-1999,16783,Amblyraja radiata
NC_000890,25-AUG-1999,16707,Mustelus manazo
NC_001950,24-AUG-1999,16697,Scyliorhinus canicula
NC_003136,08-OCT-2001,18580,Chimaera monstrosa
NC_003137,08-OCT-2001,16708,Heterodontus francisci
FJ853422,08-APR-2009,16726,Chiloscyllium plagiosum
JX162601,25-JUL-2012,16725,Chiloscyllium plagiosum
JQ434458,06-MAR-2012,16755,Chiloscyllium griseum
AP019520,12-MAR-2019,17861,Scyliorhinus torazame
AP019519,12-MAR-2019,16710,Chiloscyllium punctatum
NC_014764,07-DEC-2010,15873,Protopterus aethiopicus
KJ210595,23-APR-2014,16861,Carcharhinus leucas
AB558409,03-DEC-2010,15873,Protopterus aethiopicus
