accession,submission_date,sequence_length,organism
MF039062,13-DEC-2017,17129,Phrynocephalus theobaldi orientalis
MF039061,13-DEC-2017,16251,Phrynocephalus vlangalii nanschanica
MF039060,13-DEC-2017,16725,Phrynocephalus vlangalii pylzowi
MF039059,13-DEC-2017,16442,Phrynocephalus vlangalii pylzowi
MF039058,13-DEC-2017,16319,Phrynocephalus vlangalii vlangalii
NC_036055,18-OCT-2017,17170,Laticauda semifasciata
NC_036054,18-OCT-2017,17450,Laticauda colubrina
NC_036053,18-OCT-2017,17209,Laticauda laticaudata
KY496325,30-SEP-2017,17170,Laticauda semifasciata
KY496324,30-SEP-2017,17450,Laticauda colubrina
KY496323,30-SEP-2017,17209,Laticauda laticaudata
KJ486459,20-MAY-2014,17208,Hypsiglena catalinae
KY996817,10-SEP-2017,17060,Quedenfeldtia trachyblepharus
KY996816,10-SEP-2017,15906,Quedenfeldtia trachyblepharus
KY996815,10-SEP-2017,16455,Quedenfeldtia moerens
KY996814,10-SEP-2017,15879,Quedenfeldtia moerens
KY996813,10-SEP-2017,15844,Quedenfeldtia trachyblepharus
KY996812,10-SEP-2017,16875,Quedenfeldtia trachyblepharus
KT963029,31-DEC-2016,17628,Protobothrops mangshanensis
KP981388,31-DEC-2016,19796,Eremias vermiculata
NC_014400,12-AUG-2010,17260,Crotalus horridus
EU921898,18-OCT-2008,17214,Naja atra
EU913476,18-OCT-2008,17541,Deinagkistrodon acutus
EU913475,18-OCT-2008,17216,Naja atra
EU747730,08-JUN-2008,16681,Amerotyphlops reticulatus
EU747731,04-JUN-2008,17489,Varanus salvator
JF964960,18-JUN-2011,17706,Nerodia sipedon
EU913478,18-OCT-2008,17246,Daboia russelii
EU579522,18-OCT-2008,17144,Bungarus multicinctus
EF669477,15-AUG-2007,17210,Agkistrodon piscivorus
DQ523162,13-AUG-2007,17189,Pantherophis slowinskii
DQ523161,13-AUG-2007,17213,Agkistrodon piscivorus
HQ896028,31-DEC-2012,15840,Gekko swinhonis
EU747728,04-JUN-2008,17223,Anolis carolinensis
GU045453,01-NOV-2009,17506,Micrurus fulvius
GU045452,01-NOV-2009,17342,Causus defilippii
GQ200595,20-JAN-2010,16847,Lichanura trivirgata
FJ755181,14-APR-2009,17138,Tropidophis haetianus
FJ755180,14-APR-2009,17713,Anilius scytale
EF490071,21-DEC-2008,19542,Eremias brenchleyi
EF222202,02-DEC-2008,17443,Chamaeleo chamaeleon
EF222201,02-DEC-2008,17415,Chamaeleo chamaeleon
EF222200,02-DEC-2008,17498,Chamaeleo chamaeleon
EF222199,02-DEC-2008,17412,Chamaeleo chamaeleon
EF222198,02-DEC-2008,17470,Chamaeleo chamaeleon
EF222197,02-DEC-2008,17460,Chamaeleo africanus
EF222196,02-DEC-2008,17415,Chamaeleo africanus
EF222195,02-DEC-2008,17451,Chamaeleo calcaricarens
EF222194,02-DEC-2008,17457,Chamaeleo arabicus
EF222193,02-DEC-2008,17400,Chamaeleo arabicus
EF222192,02-DEC-2008,17433,Chamaeleo calyptratus
EF222191,02-DEC-2008,18923,Chamaeleo zeylanicus
EF222190,02-DEC-2008,18900,Chamaeleo monachus
EF222189,02-DEC-2008,17875,Chamaeleo dilepis
EF090423,26-MAR-2007,16761,Chlamydosaurus kingii
EF090422,26-MAR-2007,16761,Chlamydosaurus kingii
EF090421,26-MAR-2007,16761,Chlamydosaurus kingii
NC_014182,11-JUN-2010,16380,Uromastyx benti
NC_025783,26-NOV-2014,16830,Uroplatus ebenaui
NC_025782,26-NOV-2014,16762,Lepidodactylus lugubris
NC_014178,27-MAY-2010,16129,Hydrosaurus amboinensis
NC_030182,19-MAY-2016,17233,Protobothrops tokarensis
NC_030181,19-MAY-2016,17232,Protobothrops flavoviridis
NC_029166,12-FEB-2016,17237,Protobothrops kaulbacki
NC_029165,12-FEB-2016,17389,Protobothrops himalayanus
KJ689382,30-DEC-2015,17237,Protobothrops kaulbacki
NC_028031,08-OCT-2015,16897,Amblyrhynchus cristatus
NC_028030,08-OCT-2015,16892,Conolophus subcristatus
KT277937,21-SEP-2015,16897,Amblyrhynchus cristatus
KT277936,21-SEP-2015,16892,Conolophus subcristatus
KP981389,22-JUL-2015,19494,Eremias vermiculata
NC_009768,05-SEP-2007,17213,Agkistrodon piscivorus
NC_027261,18-JUN-2015,16703,Uta stansburiana
KP899459,08-JUN-2015,16703,Uta stansburiana
NC_027001,05-MAY-2015,17164,Elaphe anomala
KM017746,31-MAY-2015,17058,Plestiodon elegans
KP900218,28-APR-2015,17164,Elaphe anomala
KP684155,04-APR-2015,17259,Hebius vibakari ruthveni
NC_026553,25-FEB-2015,17208,Gloydius ussuriensis
KP262412,16-FEB-2015,17208,Gloydius ussuriensis
NC_025779,26-NOV-2014,16780,Uroplatus fimbriatus
NC_025666,14-NOV-2014,17218,Gloydius saxatilis
NC_025643,14-NOV-2014,17117,Elaphe davidi
NC_025560,14-NOV-2014,17226,Gloydius intermedius
KM434236,11-NOV-2014,17218,Gloydius saxatilis
KM401547,03-NOV-2014,17117,Elaphe davidi
KM186844,27-OCT-2014,17226,Gloydius intermedius
NC_024546,28-JUL-2014,17160,Euprepiophis perlacea
KF750656,23-JUL-2014,17160,Euprepiophis perlacea
KF850472,01-JUL-2014,17160,Euprepiophis perlacea
NC_024164,30-MAY-2014,17211,Hypsiglena unaocularus
KJ486458,20-MAY-2014,17211,Hypsiglena unaocularus
KF293729,29-SEP-2013,17529,Python bivittatus
NC_021766,18-JUL-2013,17090,Lacerta agilis
KC990830,17-JUL-2013,17090,Lacerta agilis
NC_021479,12-JUN-2013,17617,Python bivittatus
KF010492,12-JUN-2013,17617,Python bivittatus
HM641837,09-AUG-2010,17260,Crotalus horridus
NC_015793,14-JUL-2011,17706,Nerodia sipedon
NC_013603,14-DEC-2009,16560,Pseudotrapelus sinaitus
NC_014343,27-JUL-2010,17713,Anilius scytale
NC_014179,27-MAY-2010,16552,Leiolepis guttata
NC_014174,27-MAY-2010,17324,Brookesia decaryi
NC_013992,26-MAR-2010,17203,Hypsiglena torquata
NC_013989,26-MAR-2010,17209,Hypsiglena chlorophaea deserticola
NC_013988,26-MAR-2010,22144,Imantodes cenchoa
NC_013987,26-MAR-2010,17197,Hypsiglena slevini
NC_013985,26-MAR-2010,22887,Sibon nebulatus
NC_013982,26-MAR-2010,17205,Hypsiglena sp. DGM-2008
NC_013981,26-MAR-2010,18329,Pseudoleptodeira latifasciata
NC_013977,26-MAR-2010,17209,Hypsiglena chlorophaea chlorophaea
NC_013975,26-MAR-2010,17203,Hypsiglena jani texana
NC_013481,09-NOV-2009,17506,Micrurus fulvius
NC_012839,19-JUN-2009,17743,Polychrus marmoratus
NC_012836,19-JUN-2009,16851,Chalarodon madagascariensis
NC_012834,19-JUN-2009,16681,Leiocephalus personatus
NC_012831,19-JUN-2009,17563,Gambelia wislizenii
NC_012829,19-JUN-2009,16948,Basiliscus vittatus
NC_012827,19-JUN-2009,17122,Oplurus grandidieri
NC_007397,13-SEP-2005,17388,Ovophis okinavensis
NC_007402,09-SEP-2005,18872,Xenopeltis unicolor
NC_007401,09-SEP-2005,17499,Cylindrophis ruffus
NC_007399,09-SEP-2005,17245,Python regius
NC_007400,09-SEP-2005,17604,Acrochordus granulatus
NC_007398,09-SEP-2005,18905,Boa constrictor
NC_000888,25-AUG-1999,17407,Plestiodon egregius
NC_014176,27-MAY-2010,16832,Trioceros melleri
NC_013990,26-MAR-2010,23038,Leptodeira polysticta
NC_013984,26-MAR-2010,17205,Hypsiglena ochrorhyncha klauberi
NC_013983,26-MAR-2010,17207,Hypsiglena ochrorhyncha nuchalata
NC_013980,26-MAR-2010,17208,Hypsiglena ochrorhyncha ochrorhyncha
NC_013479,09-NOV-2009,17342,Causus defilippii
NC_012573,20-APR-2009,17138,Tropidophis haetianus
NC_012452,26-MAR-2009,17451,Chamaeleo calcaricarens
NC_012445,26-MAR-2009,17400,Chamaeleo arabicus
NC_012444,26-MAR-2009,18923,Chamaeleo zeylanicus
NC_012443,26-MAR-2009,18900,Chamaeleo monachus
NC_012436,25-MAR-2009,17875,Chamaeleo dilepis
NC_012427,25-MAR-2009,17470,Chamaeleo chamaeleon
NC_012422,25-MAR-2009,17415,Chamaeleo africanus
NC_012420,25-MAR-2009,17433,Chamaeleo calyptratus
NC_011764,22-DEC-2008,19542,Eremias brenchleyi
NC_011391,22-OCT-2008,17246,Daboia russelii
NC_011390,22-OCT-2008,17227,Gloydius brevicaudus
NC_011389,22-OCT-2008,17216,Naja atra
NC_010971,13-JUN-2008,16681,Amerotyphlops reticulatus
NC_010974,13-JUN-2008,17489,Varanus salvator
NC_009769,05-SEP-2007,17189,Pantherophis slowinskii
NC_009421,27-APR-2007,16761,Chlamydosaurus kingii
NC_008777,10-JAN-2007,18021,Furcifer oustaleti
NC_008776,10-JAN-2007,16846,Heloderma suspectum
NC_008775,10-JAN-2007,16158,Lepidophyma flavimaculatum
NC_008774,10-JAN-2007,17110,Coleonyx variegatus
NC_002793,18-APR-2001,16633,Iguana iguana
JF317645,11-APR-2012,17398,Chamaeleo chamaeleon recticrista
JF317644,11-APR-2012,17421,Chamaeleo chamaeleon recticrista
JF317643,11-APR-2012,17435,Chamaeleo chamaeleon recticrista
JF317642,11-APR-2012,17416,Chamaeleo chamaeleon recticrista
JF317641,11-APR-2012,17500,Chamaeleo chamaeleon recticrista
JF317640,11-APR-2012,17434,Chamaeleo chamaeleon recticrista
JF317639,11-APR-2012,17369,Chamaeleo chamaeleon recticrista
JF317638,11-APR-2012,17499,Chamaeleo chamaeleon musae
JF317637,11-APR-2012,17359,Chamaeleo chamaeleon musae
JF317636,11-APR-2012,17344,Chamaeleo chamaeleon musae
JF317635,11-APR-2012,17388,Chamaeleo chamaeleon musae
EU913477,18-OCT-2008,17227,Gloydius brevicaudus
KU885977,11-JUN-2016,16777,Dopasia gracilis
AP019518,12-MAR-2019,17219,Paroedura picta
AB080274,26-JUN-2004,16583,Shinisaurus crocodilurus
AB080273,26-JUN-2004,16016,Abronia graminea
KM487696,30-NOV-2014,16644,Teratoscincus roborowskii
AB738953,03-JUN-2017,16590,Homonota fasciata
MN427889,20-JUN-2020,20978,Pseudoxenodon macrops
MN587874,08-APR-2020,17375,Micrurus surinamensis
MK318521,30-MAR-2020,17456,Echis coloratus
MK411597,27-MAR-2020,16455,Laudakia wui
MK411596,27-MAR-2020,16555,Laudakia sacra
MH844862,02-MAR-2020,18297,Opisthotropis andersonii
MN411631,17-DEC-2019,19444,Pseudoxenodon macrops
MK238278,27-APR-2019,17725,Pseudoxenodon bambusicola
MF100157,18-APR-2018,16988,Cyrtodactylus peguensis
